config,n_models,eval_loss_mean,eval_accuracy_mean,top_specialization_mean,own_top_loss_delta_mean,random_same_layer_loss_delta_mean,raw_diag_mean,matched_mean,random_perm_mean,matched_minus_random_mean,raw_role_similarity_mean,aligned_role_similarity_mean,random_role_similarity_mean,raw_top_head_match_rate,aligned_top_head_match_rate,top_head_dim_counts_json
hetero4_64first,5,0.003189027332700789,1.0,0.980723213137377,1.4581314891343937,0.00844479655934265,0.5777873039245606,0.5805286571383477,0.5757000059485435,0.0048286511898040785,0.9611319940465812,0.7198208960988297,0.2625152014261736,1.0,0.75,"{""64"": 5}"
