config,n_models,eval_loss_mean,eval_accuracy_mean,top_specialization_mean,own_top_loss_delta_mean,random_same_layer_loss_delta_mean,raw_diag_mean,matched_mean,random_perm_mean,matched_minus_random_mean,raw_role_similarity_mean,aligned_role_similarity_mean,random_role_similarity_mean,raw_top_head_match_rate,aligned_top_head_match_rate,top_head_dim_counts_json
uniform4,5,0.005653561989311129,0.99921875,0.44143689803772734,0.138027640839573,0.0585678362971521,0.6348874524235726,0.636635684967041,0.634680428534746,0.0019552564322948495,0.6184835701120313,0.6282127358754674,0.5925880952187653,0.3,0.4,"{""32"": 5}"
hetero4,5,0.011689019598998129,0.998046875,0.9740922777946812,1.608365147910081,0.009797239684849047,0.5659542247653008,0.5693822905421257,0.5634061711430549,0.005976119399070751,0.9529927962036844,0.6803102754500788,0.27263607451485844,1.0,0.7,"{""64"": 5}"
uniform2,5,0.005102247733157128,0.999609375,0.7704097299701474,0.9342912756022997,0.2069339644163847,0.6558744475245476,0.6565421089529991,0.6559311170428991,0.0006109919100999811,0.6733548709899775,0.7547002451029132,0.705986949997505,0.4,0.7,"{""64"": 5}"
