step,next_router_supervision_weight,train_loss,config,seed,branch_head_dims_json,eval_loss,local_loss,induction_loss,local_accuracy,induction_accuracy,local_branch0_loss_delta,local_branch1_loss_delta,induction_branch0_loss_delta,induction_branch1_loss_delta,local_branch0_specialization,local_branch1_specialization,induction_branch0_specialization,induction_branch1_specialization,local_top_branch,induction_top_branch,same_top_branch,routed_role_match,branch_distribution_distance,local_gate_branch0_mean,local_gate_branch1_mean,induction_gate_branch0_mean,induction_gate_branch1_mean,local_gate_entropy_mean,induction_gate_entropy_mean,global_gate_entropy_mean,global_gate_branch0_mean,global_gate_branch1_mean,global_gate_balance_error_mean,gate_distribution_distance,gate_routed_role_match,gate_target_nll_mean,condition,label,supervision_end_step
1200,0.0,0.030565079301595688,learned_token_router,1,[64],0.005904376273974776,0.008003477705642581,0.0038052749587222934,0.99755859375,0.999267578125,0.4386740878690034,0.15623943437822163,0.35314101458061486,0.08172720775473863,0.7373745451472625,0.26262545485273747,0.8120644288151416,0.18793557118485835,0,0,True,False,0.07468988366787911,0.5235420763492584,0.4764579236507416,0.5640884339809418,0.4359115809202194,0.6487912088632584,0.6653532385826111,0.47117818146944046,0.5093958824872971,0.49060413986444473,0.018791742622852325,0.04054635018110275,False,0.770626574754715,unlabeled_entropy_balance,unlabeled,0
1201,0.0,0.03153404965996742,learned_token_router,1,[64],0.005680134170688689,0.007685335178393871,0.003674933104775846,0.99755859375,0.999267578125,0.43381000886438414,0.15313951129792258,0.34915330132935196,0.08484171947930008,0.7390925351543425,0.2609074648456575,0.8045099242815813,0.1954900757184187,0,0,True,False,0.06541738912723882,0.5236755758523941,0.4763244166970253,0.5639783293008804,0.43602168560028076,0.648724839091301,0.6654101610183716,0.4710245504975319,0.5094176977872849,0.49058234691619873,0.01883535087108612,0.04030274227261543,False,0.7703556716442108,unlabeled_entropy_balance,unlabeled,0
1400,0.0,0.025018207728862762,learned_token_router,1,[64],0.00435368629405275,0.004890883166808635,0.0038164893339853734,0.9990234375,0.99951171875,0.4050642160582356,0.15389510447857901,0.32177503014099784,0.07644060792517848,0.7246756627462964,0.2753243372537037,0.8080421745956762,0.19195782540432382,0,0,True,False,0.08336651184937985,0.4873078912496567,0.5126921385526657,0.532877117395401,0.4671228975057602,0.6253888010978699,0.6605172604322433,0.42094886302948,0.507541835308075,0.4924582317471504,0.01508360356092453,0.04556923359632492,False,0.7923553884029388,unlabeled_entropy_balance,unlabeled,0
1600,0.0,0.017389073967933655,learned_token_router,1,[64],0.0013233039499027655,0.0021082854364067316,0.0005383224633987993,0.999755859375,1.0,0.3610573837067932,0.29045196413062513,0.2366339011641685,0.09686382176005282,0.5541860372460745,0.44581396275392554,0.7095517747146279,0.29044822528537206,0,0,True,False,0.15536573746855345,0.4096353352069855,0.5903646498918533,0.4783325046300888,0.5216674953699112,0.5734757035970688,0.6375863254070282,0.32992349565029144,0.5061634927988052,0.49383655935525894,0.012326933443546295,0.06869716197252274,False,0.868920162320137,unlabeled_entropy_balance,unlabeled,0
0,0.0,nan,learned_token_router,2,[64],5.241864442825317,5.241091966629028,5.242636799812317,0.0068359375,0.0078125,0.001025557518005371,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0,0,True,False,0.5,0.48730021715164185,0.5126997828483582,0.48730021715164185,0.5126997828483582,0.6294102668762207,0.6294102668762207,0.6310136914253235,0.49113818258047104,0.5088618695735931,0.0177236869931221,0.0,False,0.7648752778768539,unlabeled_entropy_balance,unlabeled,0
50,0.0,4.9466233253479,learned_token_router,2,[64],4.912039399147034,4.8932318687438965,4.93084716796875,0.041015625,0.03515625,0.13087999820709229,0.11906933784484863,0.1170961856842041,0.1000601053237915,0.5236261086922618,0.4763738913077382,0.5392253898824081,0.4607746101175919,0,0,True,False,0.015599281190146308,0.5127110928297043,0.4872889295220375,0.5130330324172974,0.48696698248386383,0.5151678621768951,0.5151022523641586,0.500819243490696,0.502488411962986,0.4975116327404976,0.02022792398929596,0.0003219433128833771,False,0.9316471517086029,unlabeled_entropy_balance,unlabeled,0
100,0.0,4.23847770690918,learned_token_router,2,[64],4.181407451629639,3.9831671714782715,4.379647612571716,0.22119140625,0.1259765625,0.503470778465271,0.45075178146362305,0.3443458080291748,0.28729450702667236,0.527624057120163,0.472375942879837,0.5451612251803926,0.45483877481960744,0,0,True,False,0.017537168060229535,0.5208531767129898,0.4791468232870102,0.5126584693789482,0.4873415306210518,0.5935433655977249,0.5937881469726562,0.5665997713804245,0.4951186552643776,0.5048813596367836,0.01029263436794281,0.008194707334041595,False,0.8077360391616821,unlabeled_entropy_balance,unlabeled,0
200,0.0,1.6835072040557861,learned_token_router,2,[64],1.5352227091789246,0.49573249369859695,2.5747129321098328,0.928466796875,0.407958984375,1.4435715600848198,0.9915274903178215,0.9265736937522888,0.9604629278182983,0.5928184152698539,0.40718158473014615,0.49102051500256433,0.5089794849974356,0,1,False,True,0.10179790026728952,0.5249006450176239,0.4750993475317955,0.49702365696430206,0.5029763579368591,0.6886980980634689,0.6890911608934402,0.6773983687162399,0.49712277948856354,0.5028772503137589,0.0057544708251953125,0.027876999229192734,True,0.6693664938211441,unlabeled_entropy_balance,unlabeled,0
400,0.0,0.041996799409389496,learned_token_router,2,[64],0.01060901628807187,0.012634642887860537,0.008583389571867883,0.99755859375,0.998779296875,0.5241942177526653,0.4578497181646526,0.49171493912581354,0.46309210325125605,0.5337787838005643,0.46622121619943563,0.5149888064311395,0.48501119356886047,0,0,True,False,0.01878997736942481,0.5183754712343216,0.4816245213150978,0.49683627486228943,0.5031637251377106,0.6895613670349121,0.6896871626377106,0.6714520752429962,0.5008698850870132,0.49913014471530914,0.0017397403717041016,0.021539200097322464,True,0.6750186532735825,unlabeled_entropy_balance,unlabeled,0
401,0.0,0.046765655279159546,learned_token_router,2,[64],0.01027024444192648,0.012562376912683249,0.007978112087585032,0.998046875,0.9990234375,0.5268546366132796,0.4497083895839751,0.49214280338492244,0.45709143520798534,0.5394988571959931,0.4605011428040069,0.5184629708621211,0.48153702913787894,0,0,True,False,0.021035886333872017,0.5181945711374283,0.4818054437637329,0.4967181161046028,0.5032818764448166,0.6895663887262344,0.689683809876442,0.6713473498821259,0.5008012503385544,0.4991988241672516,0.0016024261713027954,0.021476443856954575,True,0.6750806868076324,unlabeled_entropy_balance,unlabeled,0
600,0.0,0.036454591900110245,learned_token_router,2,[64],0.006862254929728806,0.007564658182673156,0.006159851909615099,0.9990234375,0.999267578125,0.36940955941099674,0.33907185320276767,0.33027375245001167,0.38374741130974144,0.5214103755356867,0.47858962446431325,0.46255457010674683,0.5374454298932532,0,1,False,True,0.058855805428939895,0.5125526040792465,0.48744742572307587,0.46483972668647766,0.5351603031158447,0.683609738945961,0.6789291203022003,0.6223025619983673,0.5027686506509781,0.4972313791513443,0.005537271499633789,0.04771287739276886,True,0.6565151512622833,unlabeled_entropy_balance,unlabeled,0
800,0.0,0.02921963669359684,learned_token_router,2,[64],0.0048298160545527935,0.004098134930245578,0.005561497062444687,0.99951171875,0.998779296875,0.2821378681110218,0.2524565953062847,0.20265035703778267,0.32199567183852196,0.5277605501327159,0.472239449867284,0.3862611091745467,0.6137388908254533,0,1,False,True,0.14149944095816927,0.5040994882583618,0.4959004744887352,0.43513232469558716,0.564867690205574,0.6752292811870575,0.6593460589647293,0.5372793078422546,0.4947003349661827,0.5052997022867203,0.010599367320537567,0.06896718963980675,True,0.6477243155241013,unlabeled_entropy_balance,unlabeled,0
801,0.0,0.0330469086766243,learned_token_router,2,[64],0.005031452979892492,0.004502050986047834,0.0055608549155294895,0.99951171875,0.9990234375,0.2822519611218013,0.2529581594862975,0.20119420578703284,0.32172985142096877,0.5273666364924308,0.4726333635075692,0.38474842190518027,0.6152515780948197,0,1,False,True,0.1426182145872505,0.5042085498571396,0.4957914501428604,0.435258224606514,0.5647417902946472,0.6751743704080582,0.6593098044395447,0.5370441824197769,0.4947734847664833,0.5052265822887421,0.010453097522258759,0.06895033270120621,True,0.647786408662796,unlabeled_entropy_balance,unlabeled,0
1000,0.0,0.027834175154566765,learned_token_router,2,[64],0.001859603769844398,0.0025389441289007664,0.001180263323476538,0.999755859375,1.0,0.2784018046222627,0.18109320988878608,0.16208589627058245,0.2693776543310378,0.605886453237173,0.39411354676282695,0.37566532803193825,0.6243346719680617,0,1,False,True,0.23022112520523477,0.5231013596057892,0.4768986478447914,0.44857265055179596,0.551427349448204,0.6664029508829117,0.650738313794136,0.5061449408531189,0.49377161264419556,0.5062284171581268,0.012456804513931274,0.07452870532870293,True,0.6506864577531815,unlabeled_entropy_balance,unlabeled,0
1200,0.0,0.02335035242140293,learned_token_router,2,[64],0.0020982202258892357,0.002303521556314081,0.0018929188954643905,0.99951171875,0.999755859375,0.35574559547239915,0.12375173956388608,0.24802917783381417,0.3731861094129272,0.7419136030140369,0.25808639698596314,0.3992644465223843,0.6007355534776156,0,1,False,True,0.3426491564916525,0.5866435915231705,0.4133564159274101,0.4748806580901146,0.5251193642616272,0.6202094852924347,0.5951849669218063,0.4409725144505501,0.4916534572839737,0.5083465576171875,0.016693100333213806,0.11176294088363647,True,0.6656275242567062,unlabeled_entropy_balance,unlabeled,0
1201,0.0,0.023765208199620247,learned_token_router,2,[64],0.0023524823191110045,0.0026443700189702213,0.002060594502836466,0.99951171875,0.999755859375,0.3564339180593379,0.12441133084939793,0.24854122614488006,0.3742118305526674,0.7412653423700332,0.2587346576299668,0.39910077272505323,0.6008992272749468,0,1,False,True,0.34216456964498,0.5868755578994751,0.4131244570016861,0.47491949051618576,0.5250805169343948,0.6199290901422501,0.5948208123445511,0.44055556505918503,0.49155715852975845,0.5084428936243057,0.01688573509454727,0.11195606365799904,True,0.6657876819372177,unlabeled_entropy_balance,unlabeled,0
1400,0.0,0.023010045289993286,learned_token_router,2,[64],0.006388086534570903,0.004247146192938089,0.008529026585165411,0.99853515625,0.998046875,0.4083331204019487,0.16690059890970588,0.33754428051179275,0.4288205312914215,0.7098560232014473,0.2901439767985527,0.4404485635471305,0.5595514364528694,0,1,False,True,0.2694074596543167,0.6182103753089905,0.3817896395921707,0.5092516541481018,0.4907483533024788,0.6060981452465057,0.5798131078481674,0.4003126323223114,0.48994266241788864,0.5100573748350143,0.020114712417125702,0.10895871743559837,False,0.6911978125572205,unlabeled_entropy_balance,unlabeled,0
1600,0.0,0.017410025000572205,learned_token_router,2,[64],0.001418527535861358,0.0018825530132744461,0.0009545020730001852,0.999755859375,1.0,0.5239366740861442,0.10042928167968057,0.5496733851759927,0.46017008945636917,0.8391499716596533,0.1608500283403467,0.5443154300483091,0.45568456995169093,0,0,True,False,0.29483454161134426,0.6752605438232422,0.3247394785284996,0.56159408390522,0.43840591609477997,0.5647122859954834,0.5323990285396576,0.32336699962615967,0.49146588146686554,0.5085341781377792,0.017068296670913696,0.11366644874215126,False,0.754222109913826,unlabeled_entropy_balance,unlabeled,0
0,0.0,nan,learned_token_router,3,[64],5.248306751251221,5.243773818016052,5.252839803695679,0.006591796875,0.00732421875,0.0013452768325805664,0.0024260282516479492,0.002644062042236328,0.002267003059387207,0.35671387027437096,0.643286129725629,0.5383887176250698,0.4616112823749302,1,0,False,False,0.18167484735069883,0.5154929012060165,0.48450708389282227,0.5154929012060165,0.48450708389282227,0.6247031092643738,0.6247031092643738,0.6148966550827026,0.5354103595018387,0.4645897075533867,0.070820651948452,0.0,False,0.7709020227193832,unlabeled_entropy_balance,unlabeled,0
50,0.0,4.956934452056885,learned_token_router,3,[64],4.9226073026657104,4.906041502952576,4.939173340797424,0.03955078125,0.0322265625,0.11753106117248535,0.12716197967529297,0.10250687599182129,0.11896407604217529,0.4803204078272113,0.5196795921727887,0.46284569172794326,0.5371543082720568,1,1,True,False,0.017474716099268067,0.48020894825458527,0.5197910666465759,0.48130565881729126,0.5186943560838699,0.5045251846313477,0.5046153664588928,0.48118023574352264,0.5000142157077789,0.49998583644628525,0.007877059280872345,0.0010967105627059937,False,0.9542189687490463,unlabeled_entropy_balance,unlabeled,0
100,0.0,4.23357629776001,learned_token_router,3,[64],4.2272056341171265,4.040834188461304,4.413577318191528,0.21533203125,0.1181640625,0.3915984630584717,0.5412166118621826,0.30489325523376465,0.31883037090301514,0.41980288868271265,0.5801971113172874,0.4888274909870144,0.5111725090129856,1,1,True,False,0.06902460230430174,0.45981016010046005,0.5401898473501205,0.48303312063217163,0.5169668942689896,0.5649716109037399,0.5672657191753387,0.5373822450637817,0.5022341161966324,0.4977659285068512,0.005037769675254822,0.02322295680642128,False,0.8895032405853271,unlabeled_entropy_balance,unlabeled,0
200,0.0,1.6734871864318848,learned_token_router,3,[64],1.6074816286563873,0.67268106341362,2.5422821640968323,0.8857421875,0.416748046875,1.2492543458938599,1.289997011423111,1.127539873123169,0.8499285578727722,0.49197742566685077,0.5080225743331492,0.5701936149520676,0.4298063850479324,1,0,False,False,0.07821618928521681,0.48089560866355896,0.519104391336441,0.516545832157135,0.4834541752934456,0.6886703372001648,0.6866402924060822,0.674156442284584,0.5073637962341309,0.4926362708210945,0.014727525413036346,0.03565021976828575,False,0.7346256822347641,unlabeled_entropy_balance,unlabeled,0
400,0.0,0.04157523065805435,learned_token_router,3,[64],0.009626457002013922,0.010506181744858623,0.008746731909923255,0.9990234375,0.9990234375,0.5772264313418418,0.5245838474947959,0.6165484302910045,0.4353719988139346,0.5238891326656661,0.47611086733433394,0.586116984927857,0.413883015072143,0,0,True,False,0.062227852262190964,0.48108556121587753,0.5189144164323807,0.5089007616043091,0.4910992532968521,0.6892249882221222,0.6846043914556503,0.6614116132259369,0.5005526095628738,0.49944742769002914,0.001105181872844696,0.027815181761980057,False,0.7276006788015366,unlabeled_entropy_balance,unlabeled,0
401,0.0,0.03948333114385605,learned_token_router,3,[64],0.010016125859692693,0.011392728192731738,0.008639523410238326,0.997802734375,0.9990234375,0.5774170004297048,0.5335284762550145,0.6133234858280048,0.4366363644367084,0.5197527804450234,0.4802472195549766,0.5841399418019415,0.4158600581980585,0,0,True,False,0.06438716135691813,0.4810936152935028,0.5189063996076584,0.5090566426515579,0.4909433573484421,0.6891953200101852,0.6845554113388062,0.6612160205841064,0.5006098747253418,0.4993901774287224,0.0012196972966194153,0.02796303480863571,False,0.7277927398681641,unlabeled_entropy_balance,unlabeled,0
600,0.0,0.03943062573671341,learned_token_router,3,[64],0.005543792503885925,0.0064712632447481155,0.004616321704816073,0.998779296875,0.99951171875,0.3878288324922323,0.40379982255399227,0.5148418902535923,0.31094293884234503,0.4899125745638734,0.5100874254361266,0.6234576757933868,0.3765423242066131,1,0,False,False,0.1335451012295135,0.46378426253795624,0.5362157374620438,0.5366961359977722,0.463303878903389,0.6812344640493393,0.6665553897619247,0.5873230248689651,0.49962954223155975,0.5003704875707626,0.0024245083332061768,0.07291186600923538,False,0.7881105989217758,unlabeled_entropy_balance,unlabeled,0
800,0.0,0.02820882573723793,learned_token_router,3,[64],0.0029544213321059942,0.0032211161451414227,0.0026877265190705657,0.999755859375,0.99951171875,0.2550101064844057,0.32666572264861315,0.4523948017740622,0.22754306683782488,0.43840588470814634,0.5615941152918537,0.6653472657695023,0.33465273423049763,1,0,False,False,0.226941381061356,0.43669983744621277,0.5633001774549484,0.5399229675531387,0.4600770175457001,0.6692483276128769,0.642945259809494,0.5245598703622818,0.5053000599145889,0.49469996988773346,0.010600090026855469,0.10322314500808716,False,0.8410080820322037,unlabeled_entropy_balance,unlabeled,0
801,0.0,0.028201233595609665,learned_token_router,3,[64],0.0029124835273250937,0.0032325265929102898,0.002592440490843728,0.999755859375,0.99951171875,0.2543629528954625,0.32625188399106264,0.4515790755103808,0.2274015473376494,0.4380924095213485,0.5619075904786516,0.6650838924035885,0.33491610759641155,1,0,False,False,0.22699148288224,0.43632983416318893,0.5636701732873917,0.539809376001358,0.46019064635038376,0.6691029965877533,0.6427935808897018,0.5243175774812698,0.5052502602338791,0.4947497621178627,0.010500498116016388,0.1034795343875885,False,0.8414503335952759,unlabeled_entropy_balance,unlabeled,0
1000,0.0,0.0275193452835083,learned_token_router,3,[64],0.004138263349886984,0.003770533890929073,0.004505992808844894,0.999267578125,0.99951171875,0.16388158878544345,0.38191394141176715,0.5037493697018363,0.3008081233710982,0.3002618741238658,0.6997381258761342,0.626119791362344,0.373880208637656,1,0,False,False,0.3258579172384782,0.37059905380010605,0.6294009536504745,0.525020956993103,0.4749790206551552,0.6303552389144897,0.6055641323328018,0.4705616235733032,0.5046061128377914,0.49539390951395035,0.009212203323841095,0.15442191809415817,False,0.9437842667102814,unlabeled_entropy_balance,unlabeled,0
1200,0.0,0.02410086616873741,learned_token_router,3,[64],0.0019384179613552988,0.002491081162588671,0.0013857547892257571,0.999755859375,1.0,0.17167385478387587,0.3018709029711317,0.44753584370482713,0.24513817310798913,0.3625293110576314,0.6374706889423686,0.6460987893902281,0.35390121060977187,1,0,False,False,0.2835694783325967,0.36245182901620865,0.6375481635332108,0.4963628128170967,0.5036372095346451,0.6300427913665771,0.6066022366285324,0.43933629989624023,0.502785250544548,0.49721480160951614,0.005570448935031891,0.13391096889972687,False,0.9182488471269608,unlabeled_entropy_balance,unlabeled,0
1201,0.0,0.023627882823348045,learned_token_router,3,[64],0.00209658412495628,0.0026663893077056855,0.0015267789422068745,0.99951171875,0.999755859375,0.17181832928326912,0.3047992161300499,0.44620574414147995,0.2447314873279538,0.3604951830597625,0.6395048169402374,0.6457978001742979,0.35420219982570217,1,0,False,False,0.2853026171145353,0.36159202456474304,0.638407975435257,0.49585936963558197,0.504140630364418,0.629508763551712,0.6061730980873108,0.4388592690229416,0.502577930688858,0.49742211401462555,0.005155816674232483,0.13426734507083893,False,0.9192257523536682,unlabeled_entropy_balance,unlabeled,0
1400,0.0,0.021611671894788742,learned_token_router,3,[64],0.0015427943144459277,0.0011558887199498713,0.0019296999380458146,1.0,0.99951171875,0.08436467120191082,0.44935813726624474,0.522663534124149,0.47371421052957885,0.1580683265983084,0.8419316734016916,0.524563637564778,0.475436362435222,1,0,False,False,0.3664953109664696,0.2960197776556015,0.7039802074432373,0.46815019845962524,0.5318498313426971,0.5690662711858749,0.550977349281311,0.3574923649430275,0.5026809945702553,0.4973190501332283,0.005604282021522522,0.17213039845228195,False,1.0435038208961487,unlabeled_entropy_balance,unlabeled,0
1600,0.0,0.014976258389651775,learned_token_router,3,[64],0.0019369820365682244,0.001595409878063947,0.0022785541077610105,1.0,0.99951171875,0.05620400112820789,0.9620189645211212,0.7522419366578106,0.9327646765450481,0.05519812754602931,0.9448018724539707,0.44643263163694646,0.5535673683630535,1,1,True,False,0.3912345040909172,0.21916834637522697,0.7808316648006439,0.4513063132762909,0.5486937016248703,0.47096266597509384,0.4602345675230026,0.271857850253582,0.5038854777812958,0.4961145594716072,0.007770918309688568,0.23213796503841877,False,1.283834844827652,unlabeled_entropy_balance,unlabeled,0
0,0.0,nan,learned_token_router,4,[64],5.235717177391052,5.22825014591217,5.243184208869934,0.005859375,0.00537109375,0.0014687776565551758,0.0,0.0007851123809814453,0.0005245208740234375,1.0,0.0,0.5994902603313308,0.4005097396686692,0,0,True,False,0.4005097396686692,0.4505210444331169,0.5494789630174637,0.4505210444331169,0.5494789630174637,0.6296617388725281,0.6296617388725281,0.6295198500156403,0.44274938851594925,0.5572506785392761,0.11450129002332687,0.0,False,0.7644207328557968,unlabeled_entropy_balance,unlabeled,0
50,0.0,4.946364879608154,learned_token_router,4,[64],4.906622290611267,4.885060429573059,4.928184151649475,0.049072265625,0.04052734375,0.11448073387145996,0.13154351711273193,0.1049344539642334,0.11447381973266602,0.46532296476259094,0.5346770352374091,0.4782611530374403,0.5217388469625597,1,1,True,False,0.012938188274849383,0.48052945733070374,0.5194705724716187,0.47939202934503555,0.520607978105545,0.5473658889532089,0.5473444610834122,0.5404159873723984,0.49383503943681717,0.5061649829149246,0.012329943478107452,0.001137416809797287,False,0.8797111064195633,unlabeled_entropy_balance,unlabeled,0
100,0.0,4.212918281555176,learned_token_router,4,[64],4.155903220176697,3.964742600917816,4.3470635414123535,0.21435546875,0.123046875,0.48380690813064575,0.47622936964035034,0.31735241413116455,0.33948707580566406,0.5039464854952611,0.4960535145047389,0.48315063115600104,0.5168493688439989,0,1,False,True,0.02079585433926004,0.48862922191619873,0.5113707929849625,0.49087711423635483,0.5091228783130646,0.6152641177177429,0.6153338551521301,0.5923265963792801,0.5040369927883148,0.49596305191516876,0.008073940873146057,0.002247903496026993,False,0.7906139940023422,unlabeled_entropy_balance,unlabeled,0
200,0.0,1.5857799053192139,learned_token_router,4,[64],1.5521152019500732,0.6015889793634415,2.502641439437866,0.892578125,0.408447265625,1.1668774634599686,1.5452212542295456,0.958239734172821,1.113430917263031,0.43024889022256996,0.56975110977743,0.4625444365438472,0.5374555634561529,1,1,True,False,0.03229554632127721,0.4810391217470169,0.5189609080553055,0.49492331594228745,0.5050766915082932,0.6897143572568893,0.6903324723243713,0.675496369600296,0.5010905265808105,0.49890950322151184,0.002181023359298706,0.013884205371141434,False,0.7102593630552292,unlabeled_entropy_balance,unlabeled,0
