step,next_router_supervision_weight,train_loss,config,seed,branch_head_dims_json,eval_loss,local_loss,induction_loss,local_accuracy,induction_accuracy,local_branch0_loss_delta,local_branch1_loss_delta,induction_branch0_loss_delta,induction_branch1_loss_delta,local_branch0_specialization,local_branch1_specialization,induction_branch0_specialization,induction_branch1_specialization,local_top_branch,induction_top_branch,same_top_branch,routed_role_match,branch_distribution_distance,local_gate_branch0_mean,local_gate_branch1_mean,induction_gate_branch0_mean,induction_gate_branch1_mean,local_gate_entropy_mean,induction_gate_entropy_mean,global_gate_entropy_mean,global_gate_branch0_mean,global_gate_branch1_mean,global_gate_balance_error_mean,gate_distribution_distance,gate_routed_role_match,gate_target_nll_mean,condition,label,supervision_end_step
801,0.0,0.002028972376137972,weak_token_router,1,[64],0.003447872935794294,0.005260975332930684,0.0016347704222425818,0.999755859375,0.999755859375,0.4833407166879624,0.2434803384821862,0.3236753480741754,0.2796925517031923,0.6650064871535848,0.33499351284641515,0.5364477430662221,0.4635522569337779,0,0,True,False,0.1285587440873627,0.5357703119516373,0.4642297178506851,0.46690886467695236,0.533091127872467,0.6887704282999039,0.6867486834526062,0.6882751137018204,0.49183526635169983,0.5081648081541061,0.01632954180240631,0.06886142864823341,True,0.6292544454336166,anneal_label_end400,end 400,400
1000,0.0,0.0014949101023375988,weak_token_router,1,[64],0.0017453569744247943,0.0023783152573741972,0.001112398662371561,1.0,1.0,0.3800253043300472,0.14328292332356796,0.25403773321886547,0.13671737074037082,0.726197839529462,0.27380216047053796,0.6501200640628529,0.34987993593714706,0,0,True,False,0.0760777754666091,0.5295175313949585,0.4704824686050415,0.47833380848169327,0.5216661989688873,0.6875228732824326,0.6870479881763458,0.6879213005304337,0.4964023008942604,0.5035977363586426,0.007195435464382172,0.05118372663855553,True,0.6474883556365967,anneal_label_end400,end 400,400
1200,0.0,0.0009127906523644924,weak_token_router,1,[64],0.0006610963318962604,0.00070687968400307,0.0006153129652375355,1.0,1.0,0.26669390287133865,0.08673486273619346,0.19238050722924527,0.10392637991753872,0.7545902564351287,0.2454097435648713,0.6492610046351847,0.3507389953648153,0,0,True,False,0.105329251799944,0.5277496576309204,0.4722503423690796,0.48270898312330246,0.5172910243272781,0.6888866275548935,0.6889423131942749,0.6893432885408401,0.499383307993412,0.5006167143583298,0.0012334063649177551,0.04504067823290825,True,0.6521102339029312,anneal_label_end400,end 400,400
1201,0.0,0.000760095426812768,weak_token_router,1,[64],0.0006583545764442533,0.0007025109953247011,0.0006141981575638056,1.0,1.0,0.26639081962639466,0.08667363651329651,0.19225406809709966,0.10397900990210474,0.7545104441807539,0.2454895558192462,0.648995950741247,0.3510040492587529,0,0,True,False,0.10551449343950675,0.5277424901723862,0.47225750982761383,0.48270582407712936,0.5172941833734512,0.6888900548219681,0.6889450699090958,0.6893452107906342,0.4993763193488121,0.5006237030029297,0.0012473836541175842,0.045036669820547104,True,0.6521112769842148,anneal_label_end400,end 400,400
1400,0.0,0.0006917888531461358,weak_token_router,1,[64],0.003822469152510166,0.0070885466993786395,0.0005563915910897776,0.997802734375,1.0,0.2859537330805324,0.110346284636762,0.18700623053882737,0.09712233494792599,0.7215587188909012,0.27844128110909877,0.6581746901036107,0.34182530989638926,0,0,True,False,0.06338402878729046,0.5282509475946426,0.47174905985593796,0.487151674926281,0.5128483176231384,0.6890537738800049,0.6896298378705978,0.6894642263650894,0.5036080032587051,0.49639204144477844,0.007215961813926697,0.04109926521778107,True,0.6556438356637955,anneal_label_end400,end 400,400
1600,0.0,0.0014581065624952316,weak_token_router,1,[64],0.000934007199248299,0.0010195944487350062,0.0008484199643135071,0.999755859375,1.0,0.2161376837611897,0.07705339863605332,0.1512562446296215,0.10886149853467941,0.737190510686631,0.26280948931336895,0.5814914537916851,0.4185085462083149,0,0,True,False,0.15569905689494593,0.5202820003032684,0.47971802204847336,0.473371721804142,0.5266282707452774,0.6883258819580078,0.6868837922811508,0.6873659491539001,0.49088726192712784,0.5091127902269363,0.018225528299808502,0.04691026359796524,True,0.6514014303684235,anneal_label_end400,end 400,400
0,0.05,nan,weak_token_router,2,[64],5.241864442825317,5.241091966629028,5.242636799812317,0.0068359375,0.0078125,0.001025557518005371,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0,0,True,False,0.5,0.48730021715164185,0.5126997828483582,0.48730021715164185,0.5126997828483582,0.6294102668762207,0.6294102668762207,0.6310136914253235,0.49113818258047104,0.5088618695735931,0.0177236869931221,0.0,False,0.7648752778768539,anneal_label_end400,end 400,400
50,0.05,4.9444499015808105,weak_token_router,2,[64],4.901143431663513,4.880512595176697,4.921774387359619,0.043701171875,0.032470703125,0.1344459056854248,0.10967481136322021,0.10677957534790039,0.10330319404602051,0.5507353382819791,0.44926466171802093,0.5082738372878202,0.49172616271217984,0,0,True,False,0.04246150099415891,0.5288654267787933,0.47113457322120667,0.48231515288352966,0.5176848620176315,0.672410249710083,0.6734239310026169,0.6726160496473312,0.5025952160358429,0.4974048286676407,0.005696401000022888,0.04655028134584427,True,0.6658139377832413,anneal_label_end400,end 400,400
100,0.05,4.120250701904297,weak_token_router,2,[64],4.041279554367065,3.7691357135772705,4.31342351436615,0.275390625,0.12451171875,0.588719367980957,0.5128898620605469,0.35938501358032227,0.3340696096420288,0.5344176064672013,0.46558239353279873,0.5182531077669204,0.48174689223307965,0,0,True,False,0.016164498700280916,0.5266934931278229,0.4733065217733383,0.46991876512765884,0.5300812274217606,0.6855068057775497,0.6851100772619247,0.6851514726877213,0.4936307966709137,0.5063692480325699,0.012738451361656189,0.05677471682429314,True,0.6435534954071045,anneal_label_end400,end 400,400
200,0.05,1.5671277046203613,weak_token_router,2,[64],1.4328007698059082,0.43156571686267853,2.434035837650299,0.937744140625,0.435546875,1.6511149853467941,1.0410871356725693,1.0814027786254883,1.0675460696220398,0.6132953289263524,0.3867046710736476,0.5032240667372675,0.49677593326273245,0,0,True,False,0.11007126218908489,0.5313182920217514,0.4686817228794098,0.47039318829774857,0.5296068042516708,0.689366340637207,0.6871401518583298,0.6884924620389938,0.48475854098796844,0.5152415037155151,0.030482962727546692,0.06092509254813194,True,0.6367390006780624,anneal_label_end400,end 400,400
400,0.0,0.040888622403144836,weak_token_router,2,[64],0.01257601659744978,0.014901846880093217,0.010250186547636986,0.998046875,0.998046875,0.8376251903828233,0.4729736370500177,0.625672796741128,0.6216572467237711,0.6391163892794995,0.3608836107205004,0.5016096581808461,0.49839034181915387,0,0,True,False,0.13750673109865344,0.5472375601530075,0.4527624472975731,0.45000556111335754,0.5499944239854813,0.6849397420883179,0.6783947795629501,0.6790420860052109,0.45893578231334686,0.5410642474889755,0.08212846517562866,0.09723198786377907,True,0.6061709225177765,anneal_label_end400,end 400,400
401,0.0,0.010131467133760452,weak_token_router,2,[64],0.012600230285897851,0.01512665580958128,0.010073804762214422,0.997802734375,0.998291015625,0.8353292690590024,0.4766081990674138,0.622357910964638,0.6248675496317446,0.6367142408486434,0.3632857591513566,0.4989939113871575,0.5010060886128426,0,1,False,True,0.13772032946148594,0.5474618971347809,0.4525381177663803,0.4499043971300125,0.5500956028699875,0.6848855912685394,0.678344652056694,0.6789978444576263,0.45891010761260986,0.5410899519920349,0.08217984437942505,0.09755749255418777,True,0.6058903783559799,anneal_label_end400,end 400,400
600,0.0,0.0068794963881373405,weak_token_router,2,[64],0.004811479069758207,0.006102924467995763,0.003520033787935972,0.99951171875,0.99951171875,0.5913381974678487,0.38958364236168563,0.47156134294345975,0.41688690381124616,0.602839261454931,0.3971607385450689,0.530769625204353,0.46923037479564705,0,0,True,False,0.0720696362505781,0.5216730386018753,0.4783269539475441,0.4686233326792717,0.5313766747713089,0.6906009614467621,0.6876858025789261,0.6886628717184067,0.4789169058203697,0.5210831314325333,0.042166225612163544,0.053049713373184204,True,0.6437886655330658,anneal_label_end400,end 400,400
800,0.0,0.002093892078846693,weak_token_router,2,[64],0.0022610040032304823,0.003069492639042437,0.001452515396522358,0.99951171875,1.0,0.46372787409927696,0.3087773820152506,0.3497617370157968,0.31192253294284455,0.6002908982544543,0.3997091017455458,0.5285930962778649,0.4714069037221352,0,0,True,False,0.07169780197658937,0.5167099982500076,0.48329000920057297,0.47290340811014175,0.5270966142416,0.6910149455070496,0.6885858774185181,0.689607709646225,0.4829116240143776,0.5170884281396866,0.03417680412530899,0.04380659759044647,True,0.6524499952793121,anneal_label_end400,end 400,400
801,0.0,0.002176224486902356,weak_token_router,2,[64],0.0022666231961920857,0.002989506581798196,0.0015437399270012975,0.99951171875,1.0,0.464551949640736,0.30800340487621725,0.3518610129831359,0.3109695221064612,0.6013186588179187,0.3986813411820814,0.5308461127783946,0.46915388722160545,0,0,True,False,0.0704725460395241,0.5167226791381836,0.4832773208618164,0.47293148934841156,0.5270685106515884,0.6910180300474167,0.6885941475629807,0.6896136254072189,0.482935830950737,0.5170642137527466,0.03412838280200958,0.043791189789772034,True,0.6524602621793747,anneal_label_end400,end 400,400
1000,0.0,0.002474746899679303,weak_token_router,2,[64],0.001986101415241137,0.0026647318445611745,0.0013074709568172693,0.99951171875,1.0,0.3572346847213339,0.28361794163356535,0.27610260411165655,0.26133019267581403,0.5574365619022993,0.44256343809770066,0.5137434964186641,0.4862565035813359,0,0,True,False,0.04369306548363519,0.5167787224054337,0.48322129994630814,0.4744146019220352,0.525585412979126,0.6902495920658112,0.6882734298706055,0.6887643486261368,0.48293963074684143,0.5170604288578033,0.034120798110961914,0.04236411675810814,True,0.6544101685285568,anneal_label_end400,end 400,400
1200,0.0,0.002047809539362788,weak_token_router,2,[64],0.0030699761118739843,0.0028299849072936922,0.003309967345558107,0.99951171875,0.9990234375,0.35096164685091935,0.22755608599982224,0.23754047753755003,0.2390446454519406,0.606656679513518,0.393343320486482,0.4984219315271999,0.5015780684728001,0,1,False,True,0.10823474798631808,0.508718803524971,0.491281196475029,0.4728400260210037,0.5271599888801575,0.690394937992096,0.6880678683519363,0.6887585073709488,0.48007624596357346,0.5199237912893295,0.03984754532575607,0.03587878495454788,True,0.6609451323747635,anneal_label_end400,end 400,400
1201,0.0,0.0020380774512887,weak_token_router,2,[64],0.003389344725292176,0.003295741567853838,0.003482947882730514,0.99951171875,0.99853515625,0.34916030656313524,0.2288663726649247,0.23556663951603696,0.2399697538348846,0.604055693466312,0.395944306533688,0.49537037082711943,0.5046296291728806,0,1,False,True,0.10868532263919259,0.5087844878435135,0.4912155047059059,0.472907118499279,0.5270928889513016,0.6904083788394928,0.6880830675363541,0.6887599527835846,0.48007526993751526,0.5199247896671295,0.03984951972961426,0.035877376794815063,True,0.6609331667423248,anneal_label_end400,end 400,400
1400,0.0,0.0005101801943965256,weak_token_router,2,[64],0.0005395978223532438,0.0006388006004272029,0.0004403950442792848,1.0,1.0,0.23322881486092228,0.16483398999844212,0.16787141693930607,0.16422881318430882,0.5859095901796754,0.41409040982032463,0.5054841933618074,0.4945158066381926,0,0,True,False,0.08042539681786798,0.509654238820076,0.4903457686305046,0.47849468141794205,0.5215053409337997,0.6912405490875244,0.689517080783844,0.6898840218782425,0.48422569781541824,0.5157743245363235,0.031548626720905304,0.03115956485271454,True,0.6646019965410233,anneal_label_end400,end 400,400
1600,0.0,0.0003828990738838911,weak_token_router,2,[64],0.0003941852774005383,0.00044768035877496004,0.0003406901960261166,1.0,1.0,0.20742277696263045,0.14664755284320563,0.15487187233520672,0.14634891104651615,0.585823661294569,0.414176338705431,0.5141473659171283,0.48585263408287166,0,0,True,False,0.07167629537744066,0.5089594721794128,0.49104052037000656,0.4791668429970741,0.5208331793546677,0.6916540563106537,0.6900671124458313,0.6904221922159195,0.48521696776151657,0.5147830545902252,0.02956608682870865,0.02979264408349991,True,0.6655178368091583,anneal_label_end400,end 400,400
0,0.05,nan,weak_token_router,3,[64],5.248306751251221,5.243773818016052,5.252839803695679,0.006591796875,0.00732421875,0.0013452768325805664,0.0024260282516479492,0.002644062042236328,0.002267003059387207,0.35671387027437096,0.643286129725629,0.5383887176250698,0.4616112823749302,1,0,False,False,0.18167484735069883,0.5154929012060165,0.48450708389282227,0.5154929012060165,0.48450708389282227,0.6247031092643738,0.6247031092643738,0.6148966550827026,0.5354103595018387,0.4645897075533867,0.070820651948452,0.0,False,0.7709020227193832,anneal_label_end400,end 400,400
50,0.05,4.960438251495361,weak_token_router,3,[64],4.9141833782196045,4.8979727029800415,4.9303940534591675,0.034912109375,0.03271484375,0.13608050346374512,0.0980151891708374,0.1092909574508667,0.10302877426147461,0.5813028934118978,0.41869710658810216,0.5147470589259135,0.4852529410740865,0,0,True,False,0.06655583448598429,0.5540297031402588,0.4459702968597412,0.5046286433935165,0.49537139385938644,0.6703680753707886,0.6759875565767288,0.6663771271705627,0.5435862988233566,0.45641373097896576,0.08717256784439087,0.04940107837319374,False,0.6626469939947128,anneal_label_end400,end 400,400
100,0.05,4.0892252922058105,weak_token_router,3,[64],4.079622983932495,3.8362547755241394,4.322991251945496,0.25927734375,0.13134765625,0.5351336598396301,0.5223754048347473,0.33745086193084717,0.35604751110076904,0.5060322201629597,0.4939677798370403,0.48659214650452104,0.513407853495479,0,1,False,True,0.019440073658438667,0.5335619747638702,0.46643801778554916,0.47198086977005005,0.52801913022995,0.6847978383302689,0.6853950470685959,0.6816319525241852,0.5164106339216232,0.48358941078186035,0.03282122313976288,0.06158110871911049,True,0.6389172226190567,anneal_label_end400,end 400,400
200,0.05,1.690344214439392,weak_token_router,3,[64],1.6424950957298279,0.7272146791219711,2.5577754974365234,0.86962890625,0.410400390625,1.5950585156679153,1.2815954238176346,1.0338547825813293,1.1192244291305542,0.5544839765999694,0.44551602340003066,0.48017498704068845,0.5198250129593116,0,1,False,True,0.07430898955928095,0.5442432910203934,0.4557567164301872,0.48271896690130234,0.5172810107469559,0.6878900229930878,0.6894706785678864,0.6883391588926315,0.5140796601772308,0.48592037707567215,0.028159283101558685,0.06152430921792984,True,0.6357754766941071,anneal_label_end400,end 400,400
400,0.0,0.03871074318885803,weak_token_router,3,[64],0.009992827661335468,0.011255618184804916,0.008730036905035377,0.999267578125,0.998779296875,0.9226164557039738,0.4559573195874691,0.6966634860727936,0.5764908066485077,0.6692543208352592,0.33074567916474085,0.547194860870878,0.45280513912912196,0,0,True,False,0.12205945996438114,0.5750565528869629,0.4249434545636177,0.46411243081092834,0.5358875840902328,0.6787808239459991,0.6805691868066788,0.6833868473768234,0.4903350844979286,0.5096649527549744,0.019329868257045746,0.11094412580132484,True,0.5943344086408615,anneal_label_end400,end 400,400
401,0.0,0.009981358423829079,weak_token_router,3,[64],0.010561175411567092,0.012305056676268578,0.008817293914034963,0.998779296875,0.998779296875,0.9167535398155451,0.4625647459179163,0.6904530886095017,0.5789079729001969,0.6646424899152668,0.3353575100847333,0.5439375048958253,0.4560624951041747,0,0,True,False,0.12070498501944144,0.5752312690019608,0.42476876080036163,0.46387437731027603,0.5361256301403046,0.6787118762731552,0.6804824322462082,0.6833240389823914,0.4901770353317261,0.5098230093717575,0.019645974040031433,0.11135688051581383,True,0.5939881801605225,anneal_label_end400,end 400,400
600,0.0,0.0036749234423041344,weak_token_router,3,[64],0.0030519789434038103,0.003417109022848308,0.0026868488057516515,1.0,1.0,0.6381161763565615,0.3339134632842615,0.48807846201816574,0.389467770291958,0.6564781055363222,0.34352189446367776,0.55618546812435,0.44381453187565,0,0,True,False,0.10029263741197225,0.5475974082946777,0.45240259915590286,0.4781591445207596,0.5218408703804016,0.6870899349451065,0.6881817281246185,0.6881258636713028,0.502334326505661,0.497665710747242,0.004668615758419037,0.06943826749920845,True,0.6288136690855026,anneal_label_end400,end 400,400
800,0.0,0.01018877699971199,weak_token_router,3,[64],0.008010897319763899,0.011370243271812797,0.00465155130950734,0.996826171875,0.9990234375,0.6559674127493054,0.36076438263989985,0.48750525974901393,0.3301276590791531,0.6451725181843072,0.35482748181569274,0.5962397654533129,0.4037602345466871,0,0,True,False,0.04893275273099432,0.5394938141107559,0.4605061933398247,0.485842302441597,0.5141577124595642,0.687741830945015,0.6894127726554871,0.6881033331155777,0.5078330039978027,0.49216704815626144,0.01566595584154129,0.053651515394449234,True,0.6437345445156097,anneal_label_end400,end 400,400
801,0.0,0.00957703497260809,weak_token_router,3,[64],0.00635817158035934,0.010240907198749483,0.0024754361365921795,0.996826171875,0.999755859375,0.624937628977932,0.3601330645615235,0.4520176171208732,0.329156753316056,0.6344089140774962,0.3655910859225038,0.5786385655075308,0.42136143449246916,0,0,True,False,0.055770348569965406,0.5397145748138428,0.4602854251861572,0.485908679664135,0.514091357588768,0.6876965016126633,0.6893971264362335,0.6880961209535599,0.5078171193599701,0.4921829104423523,0.015634208917617798,0.053805913776159286,True,0.6436079889535904,anneal_label_end400,end 400,400
1000,0.0,0.0028871120885014534,weak_token_router,3,[64],0.0019782395393121988,0.0019217130611650646,0.002034766032011248,1.0,0.999755859375,0.47282832144992426,0.23009182914393023,0.33303446565696504,0.22709100936481263,0.6726629206040834,0.32733707939591666,0.5945711818303152,0.4054288181696848,0,0,True,False,0.07809173877376815,0.5387465506792068,0.46125343441963196,0.4901724085211754,0.509827584028244,0.6880651563405991,0.6900210082530975,0.6882642805576324,0.5106007903814316,0.4893992468714714,0.021201543509960175,0.04857414588332176,True,0.6484052389860153,anneal_label_end400,end 400,400
1200,0.0,0.0007278660777956247,weak_token_router,3,[64],0.0008520329574821517,0.0011012693285010755,0.0006027966155670583,0.999755859375,1.0,0.37135479698190466,0.19108504155883566,0.26800319185713306,0.20878243079641834,0.6602569226699712,0.3397430773300288,0.5621041808382575,0.43789581916174247,0,0,True,False,0.09815274183171366,0.5283784866333008,0.4716215208172798,0.48827623575925827,0.5117237716913223,0.68977852165699,0.6908918768167496,0.6889133602380753,0.5088143944740295,0.49118565768003464,0.017628736793994904,0.04010225087404251,True,0.6556924730539322,anneal_label_end400,end 400,400
1201,0.0,0.0009116765577346087,weak_token_router,3,[64],0.0008492008782923222,0.0010973826283589005,0.000601019142777659,1.0,1.0,0.3742939814692363,0.19064513815101236,0.26770830211171415,0.20848750007280614,0.6625386142861486,0.33746138571385137,0.5621811466703781,0.4378188533296219,0,0,True,False,0.1003574676157705,0.5283716320991516,0.4716283529996872,0.4882756546139717,0.5117243677377701,0.6897796094417572,0.6908923834562302,0.688915565609932,0.5088064074516296,0.49119363725185394,0.017612770199775696,0.04009599611163139,True,0.6556980013847351,anneal_label_end400,end 400,400
1400,0.0,0.0004924389068037271,weak_token_router,3,[64],0.0010679852857720107,0.0012753019254887477,0.0008606686242274009,0.999755859375,0.999755859375,0.3442300399619853,0.15747585798089858,0.2495866828612634,0.17995590353530133,0.6861191813239831,0.3138808186760169,0.5810522420024695,0.4189477579975305,0,0,True,False,0.10506693932151356,0.5318931490182877,0.46810688078403473,0.4911910817027092,0.5088089406490326,0.6897141933441162,0.6912915259599686,0.689323678612709,0.5109274536371231,0.4890725836157799,0.02185487002134323,0.04070206359028816,True,0.6549385339021683,anneal_label_end400,end 400,400
1600,0.0,0.00037186723784543574,weak_token_router,3,[64],0.0003762970954994671,0.00040859575528884307,0.00034399845026200637,1.0,1.0,0.31691397880058503,0.14512603510956978,0.23729595772601897,0.16236568845488364,0.6859015870045618,0.3140984129954381,0.5937421316095202,0.4062578683904798,0,0,True,False,0.09215945539504167,0.5320104658603668,0.4679895490407944,0.4921635463833809,0.5078364759683609,0.6898329854011536,0.6915280371904373,0.6894602328538895,0.5117329657077789,0.48826707154512405,0.023465894162654877,0.03984692320227623,True,0.655628964304924,anneal_label_end400,end 400,400
0,0.05,nan,weak_token_router,4,[64],5.235717177391052,5.22825014591217,5.243184208869934,0.005859375,0.00537109375,0.0014687776565551758,0.0,0.0007851123809814453,0.0005245208740234375,1.0,0.0,0.5994902603313308,0.4005097396686692,0,0,True,False,0.4005097396686692,0.4505210444331169,0.5494789630174637,0.4505210444331169,0.5494789630174637,0.6296617388725281,0.6296617388725281,0.6295198500156403,0.44274938851594925,0.5572506785392761,0.11450129002332687,0.0,False,0.7644207328557968,anneal_label_end400,end 400,400
50,0.05,4.942992210388184,weak_token_router,4,[64],4.8993905782699585,4.878267168998718,4.920513987541199,0.0498046875,0.046630859375,0.11636126041412354,0.1207273006439209,0.09240949153900146,0.12112867832183838,0.4907923853215161,0.509207614678484,0.4327539736770413,0.5672460263229587,1,1,True,False,0.05803841164447476,0.5003484338521957,0.49965157359838486,0.45334649085998535,0.5466535091400146,0.675322949886322,0.6710461527109146,0.6731657087802887,0.4710276275873184,0.5289724171161652,0.05794478952884674,0.04700193926692009,True,0.6649872064590454,anneal_label_end400,end 400,400
100,0.05,4.085150241851807,weak_token_router,4,[64],4.018763899803162,3.753788411617279,4.283739328384399,0.267333984375,0.13623046875,0.5862798094749451,0.534777820110321,0.3340339660644531,0.38458847999572754,0.5229702684346732,0.4770297315653268,0.46482540017471097,0.535174599825289,0,1,False,True,0.058144868259962235,0.5327811688184738,0.4672188460826874,0.46322863548994064,0.5367713570594788,0.6857768297195435,0.6852914392948151,0.6852052062749863,0.48402898758649826,0.5159710645675659,0.03194207698106766,0.06955252215266228,True,0.6304743140935898,anneal_label_end400,end 400,400
200,0.05,1.5799120664596558,weak_token_router,4,[64],1.5456725060939789,0.588775098323822,2.5025699734687805,0.891845703125,0.402099609375,1.4696000814437866,1.6149613857269287,0.9439108371734619,1.3438321352005005,0.4764372819555978,0.5235627180444021,0.41259479258457843,0.5874052074154216,1,1,True,False,0.06384248937101941,0.50666743516922,0.4933325722813606,0.4511406719684601,0.5488593280315399,0.6916373819112778,0.6852719485759735,0.6881521046161652,0.4688056632876396,0.5311943888664246,0.06238872557878494,0.05552675947546959,True,0.6418985277414322,anneal_label_end400,end 400,400
400,0.0,0.04049033671617508,weak_token_router,4,[64],0.009216085774824023,0.01159598515368998,0.006836186163127422,0.9990234375,0.999755859375,0.6653729320969433,0.7503132165875286,0.47406065184623003,1.0066874222829938,0.4700003123681346,0.5299996876318653,0.32014942995958884,0.6798505700404112,1,1,True,False,0.1498508824085458,0.5425862371921539,0.45741377025842667,0.4300123453140259,0.5699876546859741,0.686666414141655,0.673002228140831,0.6784266531467438,0.4469284862279892,0.5530715733766556,0.10614308714866638,0.11257388815283775,True,0.5922863781452179,anneal_label_end400,end 400,400
401,0.0,0.011940065771341324,weak_token_router,4,[64],0.009253215044736862,0.011474156519398093,0.007032273686490953,0.9990234375,0.999755859375,0.6645617543254048,0.7465637235436589,0.47323621215764433,0.9983023867243901,0.47094447995436767,0.5290555200456323,0.3215927958105713,0.6784072041894287,1,1,True,False,0.14935168414379638,0.5427445620298386,0.45725543051958084,0.42974409461021423,0.5702558904886246,0.6866314262151718,0.6728886961936951,0.6783359795808792,0.4467252567410469,0.5532747805118561,0.10654952377080917,0.11300046369433403,True,0.5919214487075806,anneal_label_end400,end 400,400
600,0.0,0.006398448720574379,weak_token_router,4,[64],0.006878988118842244,0.006950422073714435,0.006807554222177714,0.999267578125,0.998046875,0.45972568646539,0.6327685724245384,0.3347105722059496,0.8153016532887705,0.4208037550078408,0.5791962449921593,0.2910495773746766,0.7089504226253234,1,1,True,False,0.12975417763316413,0.5192947387695312,0.48070527613162994,0.4458712339401245,0.5541287362575531,0.6908541619777679,0.6825326830148697,0.6862491816282272,0.4616018608212471,0.5383981764316559,0.07679631561040878,0.07342348247766495,True,0.6255620270967484,anneal_label_end400,end 400,400
800,0.0,0.0039755976758897305,weak_token_router,4,[64],0.0047510298900306225,0.007087188016157597,0.002414871647488326,0.997802734375,0.99951171875,0.4078418592107482,0.5079708600533195,0.2670088366721757,0.5450611964915879,0.44533325496776605,0.5546667450322339,0.32880025831261056,0.6711997416873895,1,1,True,False,0.11653299665515554,0.5039264410734177,0.49607356637716293,0.45135580748319626,0.5486441850662231,0.691247284412384,0.6851293593645096,0.6878129094839096,0.4676734283566475,0.5323266088962555,0.064653180539608,0.05257062613964081,True,0.6451291143894196,anneal_label_end400,end 400,400
801,0.0,0.003214531112462282,weak_token_router,4,[64],0.0049129665130749345,0.007262575498316437,0.002563357469625771,0.998046875,0.9990234375,0.40594307793071494,0.5117117957561277,0.2663195579079911,0.5395815222291276,0.44237009966477486,0.5576299003352252,0.33046184509726506,0.6695381549027349,1,1,True,False,0.11190825456750977,0.5041182637214661,0.49588173627853394,0.451329804956913,0.5486702024936676,0.6912507116794586,0.6851197481155396,0.6878097653388977,0.4676556959748268,0.5323443412780762,0.06468864530324936,0.05278846248984337,True,0.6449133306741714,anneal_label_end400,end 400,400
1000,0.0,0.002606081310659647,weak_token_router,4,[64],0.00430966992280446,0.007612800574861467,0.0010065390524687245,0.99853515625,1.0,0.2974627405637875,0.42722602339927107,0.2047179573419271,0.466156718248385,0.41046964622036125,0.5895303537796388,0.3051508199527622,0.6948491800472377,1,1,True,False,0.10531882626759898,0.5005573481321335,0.4994426816701889,0.4511020556092262,0.5488979667425156,0.691420391201973,0.6853532791137695,0.6880684494972229,0.46760261058807373,0.5323974043130875,0.06479479372501373,0.04945528879761696,True,0.6480740308761597,anneal_label_end400,end 400,400
1200,0.0,0.0071988352574408054,weak_token_router,4,[64],0.002132035093382001,0.0025959146732930094,0.001668155484367162,0.9990234375,0.99951171875,0.293980462331092,0.43501201443723403,0.20345093280775473,0.500528126663994,0.4032695421416798,0.5967304578583202,0.2890013986501531,0.7109986013498468,1,1,True,False,0.11426814349152664,0.5100585222244263,0.4899414926767349,0.44879575818777084,0.5512042492628098,0.6910991072654724,0.6837439388036728,0.686991959810257,0.4631050378084183,0.5368950217962265,0.07378998398780823,0.06126276031136513,True,0.6371050626039505,anneal_label_end400,end 400,400
1201,0.0,0.0025085587985813618,weak_token_router,4,[64],0.0018990054377354681,0.002399409015197307,0.0013986019766889513,1.0,0.999755859375,0.293112913321238,0.4323029054212384,0.20304332539672032,0.48565519467229024,0.40406192661934975,0.5959380733806503,0.294821782652262,0.705178217347738,1,1,True,False,0.10924014396708773,0.510071337223053,0.489928662776947,0.4485871344804764,0.5514128655195236,0.6910775899887085,0.6836727410554886,0.6869341135025024,0.4629165381193161,0.5370834916830063,0.07416695356369019,0.0614842027425766,True,0.636924609541893,anneal_label_end400,end 400,400
1400,0.0,0.001359022338874638,weak_token_router,4,[64],0.002380504156462848,0.0035016912734135985,0.0012593170686159283,0.99853515625,0.999755859375,0.2719508853042498,0.350006714113988,0.15349298584624194,0.3785606423334684,0.4372498793464784,0.5627501206535216,0.28849156873787357,0.7115084312621265,1,1,True,False,0.14875831060860487,0.49967560172080994,0.5003243833780289,0.45333198457956314,0.5466680079698563,0.6907189041376114,0.6852125078439713,0.6875136196613312,0.4655297249555588,0.5344703197479248,0.06894059479236603,0.046343620866537094,False,0.6515966057777405,anneal_label_end400,end 400,400
1600,0.0,0.016232365742325783,weak_token_router,4,[64],0.013928781962022185,0.011610454879701138,0.016247109044343233,0.99755859375,0.99609375,0.26134940329939127,0.39763804618269205,0.21355885220691562,0.42731384141370654,0.3965923835192811,0.603407616480719,0.3332313177526896,0.6667686822473105,1,1,True,False,0.0633610657665915,0.49819371849298477,0.5018062889575958,0.45304498076438904,0.5469550341367722,0.6907838582992554,0.6847250163555145,0.6876273304224014,0.4675092026591301,0.5324908345937729,0.06498163193464279,0.04514874145388603,False,0.6529896855354309,anneal_label_end400,end 400,400
0,0.05,nan,weak_token_router,5,[64],5.244903326034546,5.241445779800415,5.248360633850098,0.006103515625,0.00537109375,0.002376079559326172,0.0,0.00032639503479003906,0.0,1.0,0.0,1.0,0.0,0,0,True,False,0.0,0.4957878738641739,0.5042121261358261,0.4957878738641739,0.5042121261358261,0.6050717681646347,0.6050717681646347,0.6065274029970169,0.4969962388277054,0.5030038058757782,0.006780937314033508,0.0,False,0.7978568077087402,anneal_label_end400,end 400,400
