config,n_models,eval_loss_mean,role_accuracy_mean,role_accuracy_min,role_specialization_mean,role_effective_heads_mean,role_top_dim_mass_mean,within_family_similarity_mean,between_family_similarity_mean,family_gap_mean,family_cluster_ari_mean,role_top_dim_counts_json
uniform4,5,0.0030110070947557688,0.9994047681490581,0.99609375,0.44936632661134,4.150553540375032,1.0,0.8214878248339135,0.3100300939988592,0.5114577308350544,0.585858585858586,"{""local_a"": {""32"": 5}, ""local_b"": {""32"": 5}, ""kv_a"": {""32"": 5}, ""kv_b"": {""32"": 5}, ""induction_short"": {""32"": 5}, ""induction_long"": {""32"": 5}}"
hetero4,5,0.0023837472079321744,0.9996912250916165,0.99609375,0.6628624475289239,2.296695172061626,0.8170102042546438,0.856396411649534,0.3514882534759302,0.5049081581736039,0.888888888888889,"{""local_a"": {""64"": 5}, ""local_b"": {""64"": 5}, ""kv_a"": {""64"": 5}, ""kv_b"": {""64"": 5}, ""induction_short"": {""16"": 1, ""32"": 1, ""64"": 3}, ""induction_long"": {""16"": 1, ""32"": 3, ""64"": 1}}"
hetero4_64first,5,0.0039863856392912565,0.9992013995846113,0.99609375,0.6951671445743074,2.2826647397714934,0.8455939936348505,0.903701368575667,0.3468934277589692,0.5568079408166977,1.0,"{""local_a"": {""64"": 5}, ""local_b"": {""64"": 5}, ""kv_a"": {""64"": 5}, ""kv_b"": {""64"": 5}, ""induction_short"": {""16"": 1, ""32"": 1, ""64"": 3}, ""induction_long"": {""16"": 1, ""32"": 3, ""64"": 1}}"
hetero4_64second,5,0.0023098160861991348,0.9997476478417715,0.998046875,0.7228626493535,2.075115049819137,0.8663822632543459,0.9175690917103608,0.3102579236198962,0.6073111680904647,0.888888888888889,"{""local_a"": {""64"": 5}, ""local_b"": {""64"": 5}, ""kv_a"": {""64"": 5}, ""kv_b"": {""64"": 5}, ""induction_short"": {""32"": 3, ""64"": 2}, ""induction_long"": {""16"": 2, ""32"": 3}}"
hetero4_64third,5,0.004571483423933387,0.9991877555847168,0.99609375,0.7225723412262685,2.093329941064389,0.8713498919612981,0.8946152168837248,0.3071816938488769,0.587433523034848,0.888888888888889,"{""local_a"": {""64"": 5}, ""local_b"": {""64"": 5}, ""kv_a"": {""64"": 5}, ""kv_b"": {""64"": 5}, ""induction_short"": {""16"": 1, ""32"": 3, ""64"": 1}, ""induction_long"": {""16"": 2, ""32"": 3}}"
uniform2,5,0.0033723135071340947,0.9993142440915108,0.9933594167232513,0.6361819335042874,2.24989530904115,1.0,0.9232480423836058,0.2707232160110714,0.6525248263725344,1.0,"{""local_a"": {""64"": 5}, ""local_b"": {""64"": 5}, ""kv_a"": {""64"": 5}, ""kv_b"": {""64"": 5}, ""induction_short"": {""64"": 5}, ""induction_long"": {""64"": 5}}"
