config,seed,branch_head_dims_json,eval_loss,local_loss,induction_loss,local_accuracy,induction_accuracy,local_branch0_loss_delta,local_branch1_loss_delta,induction_branch0_loss_delta,induction_branch1_loss_delta,local_branch0_specialization,local_branch1_specialization,induction_branch0_specialization,induction_branch1_specialization,local_top_branch,induction_top_branch,same_top_branch,routed_role_match,branch_distribution_distance,local_gate_branch0_mean,local_gate_branch1_mean,induction_gate_branch0_mean,induction_gate_branch1_mean,local_gate_entropy_mean,induction_gate_entropy_mean,global_gate_entropy_mean,global_gate_branch0_mean,global_gate_branch1_mean,global_gate_balance_error_mean,gate_distribution_distance,gate_routed_role_match,gate_target_nll_mean
learned_token_router,3,[64],0.003806151740718633,0.00025758463743841276,0.004693293245509267,1.0,0.9992187917232513,5.887747791224683,6.648406269960105e-07,5.149484968511388,0.002834652899764478,0.9999998870806672,1.1291933273934619e-07,0.9994498297644454,0.0005501702355546227,0,0,True,False,0.0005500573162218513,0.9973255395889282,0.002674461342394352,0.7068611532449722,0.29313891381025314,0.018479831516742706,0.5829983502626419,0.4618501141667366,0.5007708296179771,0.49922918528318405,0.001609519124031067,0.2904644194059074,False,0.6467296630144119
