config,seed,branch_head_dims_json,eval_loss,local_loss,induction_loss,local_accuracy,induction_accuracy,local_branch0_loss_delta,local_branch1_loss_delta,induction_branch0_loss_delta,induction_branch1_loss_delta,local_branch0_specialization,local_branch1_specialization,induction_branch0_specialization,induction_branch1_specialization,local_top_branch,induction_top_branch,same_top_branch,routed_role_match,branch_distribution_distance,local_gate_branch0_mean,local_gate_branch1_mean,induction_gate_branch0_mean,induction_gate_branch1_mean,local_gate_entropy_mean,induction_gate_entropy_mean,global_gate_entropy_mean,global_gate_branch0_mean,global_gate_branch1_mean,global_gate_balance_error_mean,gate_distribution_distance,gate_routed_role_match,gate_target_nll_mean
learned_token_router,1,[64],0.0038741055177524686,0.0002834883125615306,0.004771759908180684,1.0,0.9996094107627869,5.453344574889343,7.2686816565692425e-09,5.9134076329064555,0.0014361666981130838,0.9999999986671149,1.332885084934949e-09,0.9997571927937964,0.00024280720620366972,0,0,True,False,0.00024280587331853524,0.9999520778656006,4.793151674675755e-05,0.9847076088190079,0.015292454278096557,0.0005213189288042486,0.04571619629859924,0.03963533882051706,0.9863996356725693,0.013600393664091825,0.9727992415428162,0.015244495903971256,False,3.1669207215309143
