config,seed,branch_head_dims_json,eval_loss,local_loss,induction_loss,local_accuracy,induction_accuracy,local_branch0_loss_delta,local_branch1_loss_delta,induction_branch0_loss_delta,induction_branch1_loss_delta,local_branch0_specialization,local_branch1_specialization,induction_branch0_specialization,induction_branch1_specialization,local_top_branch,induction_top_branch,same_top_branch,routed_role_match,branch_distribution_distance,local_gate_branch0_mean,local_gate_branch1_mean,induction_gate_branch0_mean,induction_gate_branch1_mean,local_gate_entropy_mean,induction_gate_entropy_mean,global_gate_entropy_mean,global_gate_branch0_mean,global_gate_branch1_mean,global_gate_balance_error_mean,gate_distribution_distance,gate_routed_role_match,gate_target_nll_mean
learned_token_router,5,[64],0.0027164575294591486,0.0016878375899977982,0.0029736124561168253,1.0,0.999348983168602,5.5440903177368455,0.0001624781871214509,0.21515721821924672,2.459928218217101,0.9999706943039753,2.930569602470181e-05,0.08043003609853724,0.9195699639014627,0,1,False,True,0.9195406582054381,0.9939937591552734,0.006006238516420126,0.36007146537303925,0.6399285644292831,0.03666654974222183,0.5480741560459137,0.41724152863025665,0.5008106082677841,0.4991894066333771,0.004222974181175232,0.6339223098475486,True,0.27253350615501404
