config,seed,branch_head_dims_json,eval_loss,local_loss,induction_loss,local_accuracy,induction_accuracy,local_branch0_loss_delta,local_branch1_loss_delta,induction_branch0_loss_delta,induction_branch1_loss_delta,local_branch0_specialization,local_branch1_specialization,induction_branch0_specialization,induction_branch1_specialization,local_top_branch,induction_top_branch,same_top_branch,routed_role_match,branch_distribution_distance,local_gate_branch0_mean,local_gate_branch1_mean,induction_gate_branch0_mean,induction_gate_branch1_mean,local_gate_entropy_mean,induction_gate_entropy_mean,global_gate_entropy_mean,global_gate_branch0_mean,global_gate_branch1_mean,global_gate_balance_error_mean,gate_distribution_distance,gate_routed_role_match,gate_target_nll_mean
learned_token_router,3,[64],0.005609991145320237,0.003023014905920718,0.006256735185161233,0.999755859375,0.998697966337204,5.761944665071496,0.0,5.902236068388447,0.0012992222327739,1.0,0.0,0.9997799247114119,0.0002200752885881681,0,0,True,False,0.00022007528858815386,1.0,3.976083462475799e-08,0.9579053521156311,0.042094710282981396,6.868521040814812e-07,0.14184105396270752,0.11892268247902393,0.4997619241476059,0.5002380758523941,0.003718048334121704,0.042094659203257834,False,2.340768814086914
