config,n_models,eval_loss_mean,local_loss_mean,induction_loss_mean,local_accuracy_mean,induction_accuracy_mean,same_top_branch_rate,routed_role_match_rate,branch_distribution_distance_mean,gate_routed_role_match_rate,gate_distribution_distance_mean,local_gate_entropy_mean,induction_gate_entropy_mean,local_gate_branch0_mean,local_gate_branch1_mean,induction_gate_branch0_mean,induction_gate_branch1_mean,gate_target_nll_mean,local_branch0_loss_delta_mean,local_branch1_loss_delta_mean,induction_branch0_loss_delta_mean,induction_branch1_loss_delta_mean,local_top_branch_counts_json,induction_top_branch_counts_json
weak_position_router,5,0.0044936408579815176,0.0010025059891631827,0.005366424456587993,0.99990234375,0.9988281667232514,0.2,0.8,0.6445600440363323,1.0,0.46999604254961014,0.481116259098053,0.6421584367752076,0.8131523609161377,0.18684764802455903,0.3431563377380371,0.6568437099456788,0.3138765454292297,0.9812562459992478,0.040600238545448517,0.5779684625711525,1.3541702829446876,"{""0"": 5}","{""0"": 1, ""1"": 4}"
weak_token_router,5,0.006169563205912709,0.0018522042541007978,0.007248902932042256,0.999755859375,0.9983333796262741,0.0,1.0,0.8956862470461969,1.0,0.9049281624989817,0.012473694141954183,0.19442371055483817,0.9981220364570618,0.00187799294362776,0.09319388945586979,0.9068061709403992,0.06340163119602948,5.679273508140613,2.7611975383479146e-06,0.5183824822946917,4.844406568392879,"{""0"": 5}","{""1"": 5}"
