revision,revision_index,n_seeds,selected_specialization_mean_mean,selected_specialization_mean_std,selected_specialization_max_mean,selected_specialization_max_std,baseline_loss_mean,baseline_loss_std,own_top_loss_delta_mean,own_top_loss_delta_std,random_loss_delta_mean_mean,random_loss_delta_mean_std,own_top_excess_over_random_mean,own_top_excess_over_random_std,source_same_index_loss_delta_mean_mean,source_same_index_loss_delta_mean_std,source_aligned_loss_delta_mean_mean,source_aligned_loss_delta_mean_std,aligned_minus_same_index_loss_delta_mean_mean,aligned_minus_same_index_loss_delta_mean_std
step0,0,3,0.08591104568726014,0.0004956774466828866,0.08623982428105953,0.00032847109897734124,11.016028841336569,0.013235937495969942,0.0006510416666666666,0.0008000167444913112,-0.000399172306060791,0.0007909185714364662,0.0010502139727274578,0.0013978480149728944,-4.376967748006185e-05,0.0011449646484743663,0.0004984537760416666,0.0006407545524499529,0.0005422234535217285,0.0013306153404061022
step1000,1,3,0.09947576814913617,0.001251986145824432,0.11129261577363314,0.002556494316458539,4.10014870762825,0.04252947033723182,-0.031202803055445354,0.003403802899386392,-0.03544601301352183,0.007309097499865971,0.004243209958076477,0.009504493282543212,-0.030410364270210266,0.003261267525186729,-0.03707944850126902,0.00750963757904746,-0.006669084231058757,0.00939793795147273
step4000,2,3,0.4794399140394025,0.02644471771293314,0.8145814791701028,0.04645626432587039,1.7099968393643696,0.15837647924014053,-0.003344595432281494,0.039735391027896784,0.014627069234848022,0.032166706587856655,-0.017971664667129517,0.02285669214365805,0.01488149662812551,0.027034400688046932,0.0034362499912579856,0.022898891977488612,-0.011445246636867523,0.020047187550620293
step16000,3,3,0.5916250198125258,0.10023975457302443,0.7290276283822282,0.17277335919861775,1.0331578080852826,0.13189058422144392,0.27771011739969254,0.06129465808634654,0.045315041517217956,0.03933006223337591,0.23239507588247457,0.06845154692331754,0.09515941391388576,0.08061373384481936,0.28901339198152226,0.13613030239717294,0.1938539780676365,0.07993145908282076
step64000,4,3,0.677826146580567,0.10465545631457678,0.831807541228765,0.009664200582370547,1.1843944837649663,0.09074245229670326,0.6010704090197881,0.3183716279136522,0.5804280067483584,0.39196125197134135,0.0206424022714297,0.7074340284121351,0.3034447853763898,0.2069239663763406,0.805702693760395,0.24484408752873071,0.5022579083840052,0.40547342931202884
step143000,5,3,0.6715437559596653,0.106227496976991,0.8073722471548055,0.02311264533852004,2.0276207476854324,0.3840740695576086,1.4192866136630375,0.4875802405052683,0.16932319601376852,0.1445577345202524,1.249963417649269,0.6249562756061648,0.3045591215292613,0.21733736651988625,1.1773770973086357,0.26492602198699877,0.8728179757793745,0.36461630492005637
