config,role,seed_a,seed_b,layer,raw_diag_mean,matched_mean,random_perm_mean,matched_minus_random,raw_role_similarity,aligned_role_similarity,random_role_similarity,raw_top_head_match,aligned_top_head_match,best_assignment_json
uniform4,local,1,2,0,0.9359639883041382,0.9420706629753113,0.9392949795722961,0.00277568340301515,0.29197290723331726,0.6074106427461259,0.2699115398209508,False,True,"[[0, 1], [1, 3], [2, 0], [3, 2]]"
uniform4,induction,1,2,0,0.9359639883041382,0.9420706629753113,0.9392949795722961,0.00277568340301515,0.5305647655421643,0.8137870911470682,0.6365417825122257,False,True,"[[0, 1], [1, 3], [2, 0], [3, 2]]"
uniform4,local,1,2,1,0.8674087524414062,0.8674893975257874,0.8674032616615296,8.613586425776365e-05,0.7636034420480466,0.7392672396608346,0.7672288291366209,False,False,"[[0, 3], [1, 0], [2, 2], [3, 1]]"
uniform4,induction,1,2,1,0.8674087524414062,0.8674893975257874,0.8674032616615296,8.613586425776365e-05,0.9013367678918244,0.8662379985891233,0.8673313980590918,True,False,"[[0, 3], [1, 0], [2, 2], [3, 1]]"
uniform4,local,1,3,0,0.9395400285720825,0.943159282207489,0.94148586332798,0.0016734188795090033,0.8532728492841783,0.5729765936909935,0.584942744424042,True,False,"[[0, 2], [1, 0], [2, 3], [3, 1]]"
uniform4,induction,1,3,0,0.9395400285720825,0.943159282207489,0.94148586332798,0.0016734188795090033,0.42272022017067856,0.473644495012278,0.5664988682960388,False,False,"[[0, 2], [1, 0], [2, 3], [3, 1]]"
uniform4,local,1,3,1,0.8289749026298523,0.82905113697052,0.8289983195066452,5.2817463874865744e-05,0.6201497678897038,0.670643228173321,0.7491735830228372,False,False,"[[0, 3], [1, 2], [2, 0], [3, 1]]"
uniform4,induction,1,3,1,0.8289749026298523,0.82905113697052,0.8289983195066452,5.2817463874865744e-05,0.8387447887094344,0.9144333618029639,0.8667620295120951,False,True,"[[0, 3], [1, 2], [2, 0], [3, 1]]"
uniform4,local,1,4,0,0.9344738125801086,0.9391137957572937,0.935284105539322,0.0038296902179717485,0.46431188687911196,0.6733681212687066,0.6253764110892894,False,True,"[[0, 2], [1, 0], [2, 1], [3, 3]]"
uniform4,induction,1,4,0,0.9344738125801086,0.9391137957572937,0.935284105539322,0.0038296902179717485,0.5768794526457336,0.8868077933479752,0.6408059273251608,False,True,"[[0, 2], [1, 0], [2, 1], [3, 3]]"
uniform4,local,1,4,1,0.9828593134880066,0.9829351305961609,0.9828890836238862,4.604697227472698e-05,0.4743145853571984,0.873373201228814,0.6862685056578626,False,False,"[[0, 2], [1, 0], [2, 3], [3, 1]]"
uniform4,induction,1,4,1,0.9828593134880066,0.9829351305961609,0.9828890836238862,4.604697227472698e-05,0.7784211261610188,0.8679723118654522,0.8458697533624573,False,False,"[[0, 2], [1, 0], [2, 3], [3, 1]]"
uniform4,local,1,5,0,0.942036509513855,0.9443994760513306,0.9423955249786377,0.002003951072692911,0.11782518350418669,0.16714822658694728,0.2984226423204352,False,False,"[[0, 3], [1, 1], [2, 0], [3, 2]]"
uniform4,induction,1,5,0,0.942036509513855,0.9443994760513306,0.9423955249786377,0.002003951072692911,0.24122063269505345,0.5957353773470422,0.3380025171739861,False,True,"[[0, 3], [1, 1], [2, 0], [3, 2]]"
uniform4,local,1,5,1,0.946049690246582,0.946098804473877,0.9460430991649628,5.570530891418901e-05,0.7480232571273645,0.770879961951581,0.7544816593446798,False,True,"[[0, 3], [1, 0], [2, 2], [3, 1]]"
uniform4,induction,1,5,1,0.946049690246582,0.946098804473877,0.9460430991649628,5.570530891418901e-05,0.8043138725805654,0.8759814854329985,0.789024821239676,False,True,"[[0, 3], [1, 0], [2, 2], [3, 1]]"
uniform4,local,1,6,0,0.9414250254631042,0.9429923892021179,0.9389619344472885,0.004030454754829438,0.18584603340129668,0.6331381654296924,0.3053523122425892,False,True,"[[0, 3], [1, 2], [2, 1], [3, 0]]"
uniform4,induction,1,6,0,0.9414250254631042,0.9429923892021179,0.9389619344472885,0.004030454754829438,0.589450768447344,0.4753664390717608,0.6178016007902446,False,False,"[[0, 3], [1, 2], [2, 1], [3, 0]]"
uniform4,local,1,6,1,0.9506216049194336,0.9506216049194336,0.9505427247285843,7.888019084933973e-05,0.8353998479902918,0.8353998479902918,0.7506403937730995,True,True,"[[0, 0], [1, 1], [2, 2], [3, 3]]"
