config,n_models,eval_loss_mean,local_loss_mean,induction_loss_mean,local_accuracy_mean,induction_accuracy_mean,same_top_branch_rate,routed_role_match_rate,branch_distribution_distance_mean,local_branch0_loss_delta_mean,local_branch1_loss_delta_mean,induction_branch0_loss_delta_mean,induction_branch1_loss_delta_mean,local_top_branch_counts_json,induction_top_branch_counts_json
branch_sum,5,0.001220242533599958,0.00018411785567877813,0.0014792736736126244,1.0,0.9998177230358124,0.6,0.2,0.04106951791483695,0.18602493755315663,0.167155674060632,0.9538061115774326,0.8307651225361041,"{""0"": 3, ""1"": 2}","{""0"": 3, ""1"": 2}"
oracle_route,5,0.004861431801691652,0.0005751788499765098,0.0059329949086532,0.999853515625,0.998697966337204,0.0,1.0,1.0,6.0104245007154535,0.0,0.0,6.180056241923012,"{""0"": 5}","{""1"": 5}"
