config,n_models,eval_loss_mean,local_loss_mean,induction_loss_mean,local_accuracy_mean,induction_accuracy_mean,same_top_branch_rate,routed_role_match_rate,branch_distribution_distance_mean,gate_routed_role_match_rate,gate_distribution_distance_mean,local_gate_entropy_mean,induction_gate_entropy_mean,local_gate_branch0_mean,local_gate_branch1_mean,induction_gate_branch0_mean,induction_gate_branch1_mean,gate_target_nll_mean,local_branch0_loss_delta_mean,local_branch1_loss_delta_mean,induction_branch0_loss_delta_mean,induction_branch1_loss_delta_mean,local_top_branch_counts_json,induction_top_branch_counts_json
weak_token_router,5,0.006253833143273368,0.002008722380560357,0.007315110799390822,0.999853515625,0.9984635829925537,0.2,0.8,0.7459324151099015,1.0,0.8448676167288796,0.03303146064281463,0.31799938846379516,0.993959903717041,0.006040102755650878,0.14909231048077345,0.8509077429771423,0.09505567522719502,5.584355141564447,1.3356635463424028e-06,0.5942948673153297,3.1510503802332095,"{""0"": 5}","{""0"": 1, ""1"": 4}"
