config,n_models,eval_loss_mean,local_loss_mean,induction_loss_mean,local_accuracy_mean,induction_accuracy_mean,same_top_branch_rate,routed_role_match_rate,branch_distribution_distance_mean,gate_routed_role_match_rate,gate_distribution_distance_mean,local_gate_entropy_mean,induction_gate_entropy_mean,local_gate_branch0_mean,local_gate_branch1_mean,induction_gate_branch0_mean,induction_gate_branch1_mean,gate_target_nll_mean,local_branch0_loss_delta_mean,local_branch1_loss_delta_mean,induction_branch0_loss_delta_mean,induction_branch1_loss_delta_mean,local_top_branch_counts_json,induction_top_branch_counts_json
weak_token_router,5,0.006617808830924332,0.00019998393327114172,0.008222264947835355,1.0,0.9983073234558105,0.6,0.4,0.45039070540354553,1.0,0.7960951100947569,0.04891007556580007,0.3873664867132902,0.9904849290847778,0.009515091328648851,0.19438983919098973,0.8056102216243743,0.12686124357860534,5.515317036292254,2.2098312911111863e-06,1.4866601829766295,2.3736715529463255,"{""0"": 5}","{""0"": 3, ""1"": 2}"
