config,n_models,eval_loss_mean,local_loss_mean,induction_loss_mean,local_accuracy_mean,induction_accuracy_mean,same_top_branch_rate,routed_role_match_rate,branch_distribution_distance_mean,gate_routed_role_match_rate,gate_distribution_distance_mean,local_gate_entropy_mean,induction_gate_entropy_mean,local_gate_branch0_mean,local_gate_branch1_mean,induction_gate_branch0_mean,induction_gate_branch1_mean,gate_target_nll_mean,local_branch0_loss_delta_mean,local_branch1_loss_delta_mean,induction_branch0_loss_delta_mean,induction_branch1_loss_delta_mean,local_top_branch_counts_json,induction_top_branch_counts_json
weak_token_router,5,0.006520077708410099,0.002197151512518758,0.007600809051655233,0.9994140625,0.9985156625509262,0.8,0.2,0.2843646063505063,1.0,0.6578861357178539,0.07545244470238685,0.5405538618564606,0.9850879073143005,0.014912095014005899,0.3272018078714609,0.6727982670068741,0.2251683471724391,5.500113434463128,6.032762976246886e-05,3.19276442124974,1.231072717742063,"{""0"": 5}","{""0"": 4, ""1"": 1}"
