config,n_models,eval_loss_mean,local_loss_mean,induction_loss_mean,local_accuracy_mean,induction_accuracy_mean,same_top_branch_rate,routed_role_match_rate,branch_distribution_distance_mean,gate_routed_role_match_rate,gate_distribution_distance_mean,local_gate_entropy_mean,induction_gate_entropy_mean,local_gate_branch0_mean,local_gate_branch1_mean,induction_gate_branch0_mean,induction_gate_branch1_mean,gate_target_nll_mean,local_branch0_loss_delta_mean,local_branch1_loss_delta_mean,induction_branch0_loss_delta_mean,induction_branch1_loss_delta_mean,local_top_branch_counts_json,induction_top_branch_counts_json
weak_token_router,5,0.005459890721249394,0.0011677835136651993,0.006532917381264269,0.9998046875,0.9987239867448807,0.8,0.2,0.20498990515855214,0.4,0.5285807396518066,0.11075664795935154,0.5912647441029548,0.9748285055160523,0.025171513995155693,0.44624779298901557,0.5537522807717323,0.3397413451224566,5.300376215204596,4.222402203595266e-05,3.278134280978702,1.0972670278744772,"{""0"": 5}","{""0"": 4, ""1"": 1}"
