config,seed,layer,head,head_dim,role,local_prev_attention_score,induction_match_attention_score,induction_source_next_attention_score,ablation_accuracy_delta,role_score,specialization
hetero4_64first,1,0,0,64,induction,0.6747724413871765,0.07279330492019653,0.04817144572734833,-0.07981766760349274,0.3771612957061734,0.07326742614598723
hetero4_64first,1,0,1,16,local,0.6041154861450195,0.05496358871459961,0.0484796017408371,-0.000732421875,0.009566340020683128,0.38966721013607086
hetero4_64first,1,0,1,16,induction,0.6041154861450195,0.05496358871459961,0.0484796017408371,-0.03854161500930786,0.1922356687427964,0.03734373813693197
hetero4_64first,1,0,2,16,local,0.5001143217086792,0.04966822266578674,0.03707770258188248,-0.001708984375,0.011685210334690055,0.4759754829043495
hetero4_64first,1,0,2,16,induction,0.5001143217086792,0.04966822266578674,0.03707770258188248,-0.4296874850988388,4.1969606146158185,0.8153023795647876
hetero4_64first,1,0,3,32,local,0.6332263350486755,0.06340474635362625,0.04447266459465027,-0.000244140625,0.0032802659552544355,0.13361558135344773
hetero4_64first,1,0,3,32,induction,0.6332263350486755,0.06340474635362625,0.04447266459465027,-0.0718749463558197,0.38137744515552185,0.07408645615229317
hetero4_64first,1,1,0,64,local,0.9999656081199646,0.09945806860923767,0.8341009616851807,-0.00341796875,0.08661799995024921,0.9138171293241889
hetero4_64first,1,1,0,64,induction,0.9999656081199646,0.09945806860923767,0.8341009616851807,-0.1812499612569809,0.9040994808019605,0.8717057771772223
hetero4_64first,1,1,1,16,local,0.9998494982719421,0.19498254358768463,0.6905003786087036,0.0,0.00048146076005650684,0.00507939562088461
hetero4_64first,1,1,1,16,induction,0.9998494982719421,0.19498254358768463,0.6905003786087036,0.0,0.007769458199618384,0.007491080065809502
hetero4_64first,1,1,2,16,local,0.9999197721481323,0.19156312942504883,0.7090358734130859,0.0,0.0008123504594550468,0.008570271367276715
hetero4_64first,1,1,2,16,induction,0.9999197721481323,0.19156312942504883,0.7090358734130859,-0.0003905743360519409,0.011053691239794716,0.010657639692830375
hetero4_64first,1,1,3,32,local,0.9999530911445618,0.1418823003768921,0.7746534943580627,0.0,0.006875206025142688,0.07253320368764972
hetero4_64first,1,1,3,32,induction,0.9999530911445618,0.1418823003768921,0.7746534943580627,-0.020182251930236816,0.11423865109100007,0.11014550306413783
hetero4_64first,2,0,0,64,local,0.5938891768455505,0.06781505793333054,0.038733601570129395,-0.000732421875,0.005587043953710236,0.10959603919148071
hetero4_64first,2,0,0,64,induction,0.5938891768455505,0.06781505793333054,0.038733601570129395,-0.19921875,1.1281513734720647,0.24418371349479356
hetero4_64first,2,0,1,16,local,0.4893483817577362,0.03264141455292702,0.03516591340303421,-0.000244140625,0.0,0.0
hetero4_64first,2,0,1,16,induction,0.4893483817577362,0.03264141455292702,0.03516591340303421,0.0009114742279052734,0.000601205974817276,0.00013012855451686862
hetero4_64first,2,0,2,16,local,0.4293600022792816,0.03664857894182205,0.029703889042139053,-0.004638671875,0.04375282621185761,0.8582600201432896
hetero4_64first,2,0,2,16,induction,0.4293600022792816,0.03664857894182205,0.029703889042139053,-0.35299481451511383,2.534227059688419,0.5485229986195936
hetero4_64first,2,0,3,32,local,0.5661008358001709,0.05175701528787613,0.036808356642723083,-0.000244140625,0.0016386505449190736,0.03214394066522967
hetero4_64first,2,0,3,32,induction,0.5661008358001709,0.05175701528787613,0.036808356642723083,-0.17890623211860657,0.9571129842661321,0.20716315933109594
hetero4_64first,2,1,0,64,local,0.9985241889953613,0.13389626145362854,0.7587277889251709,-0.03955078125,0.21338571554224472,0.9017765372307056
hetero4_64first,2,1,0,64,induction,0.9985241889953613,0.13389626145362854,0.7587277889251709,-0.32369790971279144,1.5736622377298772,0.7358154837746352
hetero4_64first,2,1,1,16,local,0.998487114906311,0.20665693283081055,0.6804215908050537,-0.000244140625,0.003836017262074165,0.01621116181352644
hetero4_64first,2,1,1,16,induction,0.998487114906311,0.20665693283081055,0.6804215908050537,-0.02291664481163025,0.12623213743790984,0.05902382293342261
hetero4_64first,2,1,2,16,local,0.9981268644332886,0.1883135437965393,0.6629655361175537,-0.00048828125,0.006003058559144847,0.025369164690815845
hetero4_64first,2,1,2,16,induction,0.9981268644332886,0.1883135437965393,0.6629655361175537,-0.013151034712791443,0.089103979524225,0.04166337999852102
hetero4_64first,2,1,3,32,local,0.998382031917572,0.14453653991222382,0.7251603603363037,0.0,0.013403360659140162,0.05664313626495213
hetero4_64first,2,1,3,32,induction,0.998382031917572,0.14453653991222382,0.7251603603363037,-0.0670572817325592,0.34966585179790854,0.16349731329342118
hetero4_64first,3,0,0,64,local,0.6119532585144043,0.07651083171367645,0.03627774119377136,-0.00830078125,0.07172341457771836,0.7571095344702823
hetero4_64first,3,0,0,64,induction,0.6119532585144043,0.07651083171367645,0.03627774119377136,-0.23815099895000458,1.4997170985880075,0.6358801117159304
hetero4_64first,3,0,1,16,local,0.4687803387641907,0.0356326550245285,0.03442157804965973,-0.002197265625,0.020895617773931008,0.22057331679527423
hetero4_64first,3,0,1,16,induction,0.4687803387641907,0.0356326550245285,0.03442157804965973,-0.13671869039535522,0.6845866562071024,0.29026477049442134
hetero4_64first,3,0,2,16,local,0.5309913158416748,0.04173926264047623,0.0359693318605423,0.0,1.1381162039469928e-06,1.2013909745048337e-05
hetero4_64first,3,0,2,16,induction,0.5309913158416748,0.04173926264047623,0.0359693318605423,-0.011718690395355225,0.04236927528108936,0.01796457446836337
hetero4_64first,3,0,3,32,local,0.6237916946411133,0.052952706813812256,0.04128637909889221,-0.000244140625,0.002113036964146886,0.02230513482469841
hetero4_64first,3,0,3,32,induction,0.6237916946411133,0.052952706813812256,0.04128637909889221,-0.031510353088378906,0.13181730631913524,0.0558905433212849
hetero4_64first,3,1,0,64,local,0.999991774559021,0.10454118251800537,0.824482798576355,-0.005126953125,0.10590993984806119,0.9194796387378601
hetero4_64first,3,1,0,64,induction,0.999991774559021,0.10454118251800537,0.824482798576355,-0.17382808029651642,0.8816207916679559,0.8398022409027084
hetero4_64first,3,1,1,16,local,0.9999058246612549,0.20288322865962982,0.6729044914245605,0.0,0.0010859172252821736,0.009427621047033867
hetero4_64first,3,1,1,16,induction,0.9999058246612549,0.20288322865962982,0.6729044914245605,-0.0027343332767486572,0.018781652601319365,0.01789076901487676
hetero4_64first,3,1,2,16,local,0.9997158050537109,0.19869297742843628,0.6798107624053955,0.0,0.0005703747519874014,0.004951829560614873
hetero4_64first,3,1,2,16,induction,0.9997158050537109,0.19869297742843628,0.6798107624053955,-0.0006509870290756226,0.013300712380441837,0.012669810159042151
hetero4_64first,3,1,3,32,local,0.999979555606842,0.1380336731672287,0.779320240020752,0.0,0.007618417606863659,0.06614091065449118
hetero4_64first,3,1,3,32,induction,0.999979555606842,0.1380336731672287,0.779320240020752,-0.021093711256980896,0.13609255563642364,0.1296371799233727
hetero4_64first,4,0,0,64,local,0.6381821632385254,0.04710851609706879,0.04039043188095093,-0.000244140625,0.0011043012455047574,0.0341620682002275
hetero4_64first,4,0,0,64,induction,0.6381821632385254,0.04710851609706879,0.04039043188095093,-0.06132808327674866,0.31305266462732106,0.31780256332990503
hetero4_64first,4,0,1,16,local,0.4932144284248352,0.03312579542398453,0.03377297520637512,-0.001220703125,0.010812578981131082,0.3344921162385442
hetero4_64first,4,0,1,16,induction,0.4932144284248352,0.03312579542398453,0.03377297520637512,-0.05898432433605194,0.29878811084199697,0.3033215757199447
hetero4_64first,4,0,2,16,local,0.5535948276519775,0.034688133746385574,0.04114336520433426,-0.000244140625,0.0006431783840525895,0.019897019866959863
hetero4_64first,4,0,2,16,induction,0.5535948276519775,0.034688133746385574,0.04114336520433426,-0.00026038289070129395,0.0011089186882600188,0.0011257441366072094
hetero4_64first,4,0,3,32,local,0.5545568466186523,0.04013890027999878,0.0347745344042778,-0.00244140625,0.019765304099564673,0.6114487956942685
hetero4_64first,4,0,3,32,induction,0.5545568466186523,0.04013890027999878,0.0347745344042778,-0.06809891760349274,0.37210423790384084,0.377750116813543
hetero4_64first,4,1,0,64,local,0.9995912909507751,0.10101885348558426,0.8400404453277588,-0.00634765625,0.06876382445989293,0.8886456203967676
hetero4_64first,4,1,0,64,induction,0.9995912909507751,0.10101885348558426,0.8400404453277588,-0.19505204260349274,0.9710730417864397,0.8036998558257298
hetero4_64first,4,1,1,16,local,0.9988380670547485,0.19211862981319427,0.7277604341506958,0.0,0.0011305322295811493,0.01461004419730388
hetero4_64first,4,1,1,16,induction,0.9988380670547485,0.19211862981319427,0.7277604341506958,-0.003775984048843384,0.03396599704865366,0.028111651499211986
hetero4_64first,4,1,2,16,local,0.9981421232223511,0.2001771330833435,0.7115201950073242,0.0,0.00042740549906739034,0.005523427875964922
hetero4_64first,4,1,2,16,induction,0.9981421232223511,0.2001771330833435,0.7115201950073242,-0.0011718273162841797,0.01807428535539657,0.014959019465273112
hetero4_64first,4,1,3,32,local,0.998458981513977,0.15780732035636902,0.7847528457641602,-0.001708984375,0.0070587175905529875,0.09122090752996352
hetero4_64first,4,1,3,32,induction,0.998458981513977,0.15780732035636902,0.7847528457641602,-0.03072911500930786,0.18514002405572683,0.1532294732097851
hetero4_64first,5,0,0,64,local,0.5340263843536377,0.07836201786994934,0.036998383700847626,-0.00048828125,0.003200152950739721,0.07218081228659785
hetero4_64first,5,0,0,64,induction,0.5340263843536377,0.07836201786994934,0.036998383700847626,-0.11432287096977234,0.5534542578534456,0.09716806332459403
hetero4_64first,5,0,1,16,local,0.403449147939682,0.05034834146499634,0.032236285507678986,-0.002685546875,0.029820358835422667,0.672610889714221
hetero4_64first,5,0,1,16,induction,0.403449147939682,0.05034834146499634,0.032236285507678986,-0.48841142654418945,4.594219260223326,0.8065912976003505
hetero4_64first,5,0,2,16,local,0.5000840425491333,0.03877859562635422,0.03764096647500992,-0.0009765625,0.009150342182692839,0.20638986373898752
hetero4_64first,5,0,2,16,induction,0.5000840425491333,0.03877859562635422,0.03764096647500992,-0.07486975193023682,0.33943652392190415,0.05959370477886427
hetero4_64first,5,0,3,32,local,0.6129021644592285,0.050020840018987656,0.040957994759082794,-0.000244140625,0.0021643765358021483,0.04881843426019365
hetero4_64first,5,0,3,32,induction,0.6129021644592285,0.050020840018987656,0.040957994759082794,-0.048177048563957214,0.20873526886862237,0.036646934296191154
hetero4_64first,5,1,0,64,local,0.9999879002571106,0.1230984628200531,0.8197450637817383,-0.029052734375,0.2162646258911991,0.9695555516074501
hetero4_64first,5,1,0,64,induction,0.9999879002571106,0.1230984628200531,0.8197450637817383,-0.3453124612569809,1.6693609881476732,0.9350516778417035
hetero4_64first,5,1,1,16,local,0.9999361038208008,0.21303105354309082,0.691788911819458,0.0,0.0005354731656552758,0.0024006282967380848
hetero4_64first,5,1,1,16,induction,0.9999361038208008,0.21303105354309082,0.691788911819458,-0.001041606068611145,0.01407670097250957,0.00788471933648461
hetero4_64first,5,1,2,16,local,0.9999544620513916,0.22333785891532898,0.6840202808380127,0.0,0.0004915054996672552,0.002203512867091473
hetero4_64first,5,1,2,16,induction,0.9999544620513916,0.22333785891532898,0.6840202808380127,-0.001041606068611145,0.016732792209950276,0.009372463800206244
hetero4_64first,5,1,3,32,local,0.9999611377716064,0.18714241683483124,0.7292449474334717,-0.0009765625,0.005763820718129864,0.025840307228720327
hetero4_64first,5,1,3,32,induction,0.9999611377716064,0.18714241683483124,0.7292449474334717,-0.010807245969772339,0.08514366515737493,0.04769113902160562
