config,seed_a,seed_b,layer,raw_diag_mean,matched_mean,random_perm_mean,matched_minus_random,raw_role_similarity,aligned_role_similarity,random_role_similarity,raw_top_head_match,aligned_top_head_match,best_assignment_json
uniform2,4,5,0,0.9222675561904907,0.9222675561904907,0.9220677316188812,0.00019982457160949707,0.9765084624547278,0.9765084624547278,0.9674944464124923,True,True,"[[0, 0], [1, 1]]"
uniform2,4,5,1,0.5814754962921143,0.5814754962921143,0.5805811882019043,0.0008943080902099609,0.9609114550556839,0.9609114550556839,0.6432620193551674,True,True,"[[0, 0], [1, 1]]"
hetero4_64first,1,2,0,0.8727734684944153,0.8750228881835938,0.8729294693470001,0.0020934188365936413,0.9632305705441309,0.9617448471743054,0.2788398194087643,True,True,"[[0, 0], [1, 2], [2, 1], [3, 3]]"
hetero4_64first,1,2,1,0.5009016990661621,0.5009016990661621,0.48553472489118576,0.015366974174976344,0.9959423191004686,0.9959423191004686,0.3208277736545565,True,True,"[[0, 0], [1, 1], [2, 2], [3, 3]]"
hetero4_64first,1,3,0,0.867580235004425,0.8688298463821411,0.8658979308605194,0.002931915521621753,0.9806712339624739,0.9806712339624739,0.30501581955045404,True,True,"[[0, 0], [1, 2], [2, 1], [3, 3]]"
hetero4_64first,1,3,1,0.45846784114837646,0.45846784114837646,0.44120833367109297,0.017259507477283498,0.9994628738061846,0.9994628738061846,0.19141645335900404,True,True,"[[0, 0], [1, 1], [2, 2], [3, 3]]"
hetero4_64first,1,4,0,0.877600371837616,0.8856671452522278,0.8783924615383149,0.007274683713912933,0.9794823393893272,0.044768703222654915,0.19213433096818502,True,False,"[[0, 3], [1, 2], [2, 1], [3, 0]]"
hetero4_64first,1,4,1,0.46801990270614624,0.47252947092056274,0.46045853942632675,0.012070931494235992,0.9976973512836409,0.9976973512836409,0.2805596065552896,True,True,"[[0, 0], [1, 2], [2, 1], [3, 3]]"
hetero4_64first,1,5,0,0.8789879679679871,0.8792663216590881,0.8754642993211746,0.003802022337913491,0.9950409480128979,0.021292306768384228,0.22686595212368324,True,False,"[[0, 3], [1, 1], [2, 2], [3, 0]]"
hetero4_64first,1,5,1,0.46889692544937134,0.46889692544937134,0.45720008373260496,0.011696841716766382,0.9984024405008377,0.9984024405008377,0.19078853225500708,True,True,"[[0, 0], [1, 1], [2, 2], [3, 3]]"
hetero4_64first,2,3,0,0.8798607587814331,0.883091926574707,0.8795265293121338,0.003565397262573211,0.9804002001022671,0.0745143048322392,0.20266568874615054,True,False,"[[0, 3], [1, 2], [2, 1], [3, 0]]"
hetero4_64first,2,3,1,0.4282253384590149,0.4282253384590149,0.412363760471344,0.015861577987670905,0.9955192140206932,0.9955192140206932,0.2707745353628408,True,True,"[[0, 0], [1, 1], [2, 2], [3, 3]]"
hetero4_64first,2,4,0,0.8938552737236023,0.8954582810401917,0.8929534429311752,0.0025048381090164717,0.981906041244933,0.958180131199905,0.33488514742843234,True,True,"[[0, 0], [1, 3], [2, 2], [3, 1]]"
hetero4_64first,2,4,1,0.4591488242149353,0.4606098532676697,0.4464866191148758,0.014123234152793873,0.9939000702392958,0.9937821370824671,0.27036985348364234,True,True,"[[0, 0], [1, 2], [2, 1], [3, 3]]"
hetero4_64first,2,5,0,0.8817012310028076,0.8857862949371338,0.8836317306756973,0.0021545642614364535,0.9582715185570287,0.011888270349583063,0.26804482729267265,True,False,"[[0, 3], [1, 1], [2, 0], [3, 2]]"
hetero4_64first,2,5,1,0.4636932611465454,0.4636932611465454,0.4460700210928917,0.017623240053653733,0.9943922890649601,0.9943922890649601,0.26998443444520714,True,True,"[[0, 0], [1, 1], [2, 2], [3, 3]]"
hetero4_64first,3,4,0,0.8827250003814697,0.8850666880607605,0.882312815785408,0.002753872275352509,0.9984941588573342,0.968672218094433,0.28668675490747386,True,True,"[[0, 0], [1, 3], [2, 2], [3, 1]]"
hetero4_64first,3,4,1,0.4509734809398651,0.4511720836162567,0.43220093041658403,0.018971153199672686,0.9982344774774562,0.9982203696404888,0.2705090922995138,True,True,"[[0, 0], [1, 2], [2, 1], [3, 3]]"
hetero4_64first,3,5,0,0.8968601226806641,0.8971836566925049,0.8946049946546555,0.0025786620378493996,0.9775614657567264,0.977665884276866,0.24654704369581765,True,True,"[[0, 0], [1, 2], [2, 1], [3, 3]]"
hetero4_64first,3,5,1,0.4298098087310791,0.4298098087310791,0.4063861432671547,0.02342366546392438,0.9988568855681076,0.9988568855681076,0.23078657785874654,True,True,"[[0, 0], [1, 1], [2, 2], [3, 3]]"
hetero4_64first,4,5,0,0.8920992016792297,0.8937221765518188,0.889446839094162,0.004275337457656847,0.9762902259896259,0.9762423883281539,0.24707232426432424,True,True,"[[0, 0], [1, 2], [2, 1], [3, 3]]"
hetero4_64first,4,5,1,0.4501394033432007,0.45351704955101013,0.43556941241025926,0.01794763714075087,0.9992949107828032,0.9988816794219565,0.31046513024346944,True,True,"[[0, 0], [1, 3], [2, 2], [3, 1]]"
